mcg,gvh,alm,mit,erl,pox,vac,nuc,Adjusted_p,name
0.07125,0.05875,0.075,0.0225,0.0625,0.0,0.08732876712328767,0.0275,0.5951712328767123,2
0.07875,0.08375,0.07125,0.03,0.0625,0.0,0.0839041095890411,0.0275,0.5623458904109588,0
0.1,0.11,0.045,0.04875,0.0625,0.0,0.09589041095890412,0.04125,0.49660958904109587,3
0.06625,0.0675,0.05375,0.0125,0.0625,0.0,0.09760273972602738,0.04,0.5998972602739726,1
0.06375,0.06375,0.05375,0.10875,0.0625,0.0,0.08904109589041097,0.0275,0.530958904109589,0
0.0475,0.07625,0.07625,0.015,0.0625,0.0,0.09075342465753425,0.05875,0.5729965753424657,2
0.04125,0.06875,0.06375,0.05375,0.0625,0.0,0.08732876712328767,0.0275,0.5951712328767123,1
0.0975,0.0925,0.0525,0.0325,0.0625,0.0,0.07363013698630137,0.0275,0.5613698630136985,3
0.0925,0.08375,0.05875,0.0425,0.0625,0.0,0.07191780821917808,0.0275,0.5605821917808218,4
0.09,0.07625,0.05625,0.0375,0.0625,0.0,0.09246575342465754,0.03125,0.5537842465753424,0
0.05,0.05625,0.07125,0.0225,0.0625,0.0,0.09589041095890412,0.0325,0.6091095890410959,2
0.07375,0.06625,0.05375,0.055,0.0625,0.0,0.08561643835616438,0.0275,0.5756335616438355,0
0.07125,0.06625,0.06625,0.0425,0.0625,0.0,0.09075342465753425,0.0275,0.5729965753424657,0
0.1075,0.085,0.04875,0.03,0.0625,0.0,0.09246575342465754,0.0275,0.5462842465753424,5
0.1075,0.0925,0.06375,0.05,0.0625,0.0,0.09417808219178084,0.0275,0.5020719178082191,5
0.09875,0.07125,0.05125,0.035,0.0625,0.0,0.10102739726027397,0.0275,0.5527226027397261,5
0.05125,0.0675,0.04875,0.025,0.0625,0.0,0.08732876712328767,0.0275,0.6301712328767123,6
0.04625,0.045,0.07,0.0225,0.0625,0.0,0.0821917808219178,0.0325,0.6390582191780823,7
0.06625,0.03875,0.0725,0.04875,0.0625,0.0,0.08047945205479452,0.04625,0.5845205479452055,1
0.0925,0.09375,0.0725,0.05875,0.0625,0.0,0.06849315068493152,0.04375,0.5077568493150685,5
0.06125,0.04875,0.065,0.03625,0.0625,0.0,0.0821917808219178,0.0275,0.6165582191780822,4
0.0925,0.07125,0.06375,0.035,0.0625,0.0,0.09931506849315068,0.0275,0.5481849315068492,7
0.0525,0.03,0.0425,0.02,0.0625,0.0,0.08561643835616438,0.0275,0.6793835616438356,6
0.06,0.04875,0.06375,0.02625,0.0625,0.0,0.08904109589041097,0.035,0.614708904109589,2
0.05125,0.06625,0.05625,0.0175,0.0625,0.0,0.08904109589041097,0.0825,0.574708904109589,6
0.05625,0.0575,0.06875,0.05375,0.0625,0.0,0.09417808219178084,0.0475,0.5595719178082192,1
0.07,0.06,0.0725,0.03375,0.0625,0.0,0.08732876712328767,0.0275,0.5864212328767122,2
0.08,0.07375,0.07,0.02875,0.0625,0.0,0.07876712328767124,0.0275,0.5787328767123288,2
0.08,0.07,0.07,0.0275,0.0625,0.0,0.07705479452054795,0.0275,0.5854452054794519,2
0.0825,0.0775,0.06125,0.0125,0.0625,0.0,0.0839041095890411,0.0275,0.5923458904109589,2
0.06625,0.055,0.06375,0.04125,0.0625,0.0,0.09417808219178084,0.0275,0.589571917808219,2
0.0475,0.06125,0.06625,0.02375,0.0625,0.0,0.08561643835616438,0.0275,0.6256335616438355,2
0.05625,0.0725,0.06,0.08375,0.0625,0.0,0.08904109589041097,0.0275,0.548458904109589,0
0.05375,0.04375,0.065,0.065,0.0625,0.0,0.09246575342465754,0.0275,0.5900342465753423,0
0.04625,0.04,0.05875,0.0225,0.0625,0.0,0.07705479452054795,0.03125,0.661695205479452,1
0.06,0.05375,0.06375,0.04,0.0625,0.0,0.08904109589041097,0.05375,0.5772089041095889,1
0.05125,0.0575,0.07375,0.02375,0.0625,0.0,0.09931506849315068,0.03375,0.5981849315068493,1
0.0675,0.06,0.055,0.01,0.0625,0.0,0.08904109589041097,0.03375,0.6222089041095891,2
0.075,0.05875,0.05625,0.0275,0.0625,0.0,0.08732876712328767,0.03625,0.5964212328767123,2
0.0425,0.0575,0.07125,0.01125,0.0625,0.0,0.09417808219178084,0.0275,0.6333219178082191,2
0.06,0.0675,0.06875,0.015,0.0625,0.0,0.08732876712328767,0.0275,0.6114212328767124,2
0.05875,0.04875,0.07375,0.01875,0.0625,0.0,0.09760273972602738,0.0275,0.6123972602739727,2
0.10125,0.10625,0.05875,0.04625,0.0625,0.0,0.09589041095890412,0.0275,0.5016095890410959,4
0.06,0.0525,0.065,0.03,0.0625,0.0,0.09589041095890412,0.0275,0.6066095890410959,2
0.0725,0.06375,0.06125,0.03375,0.0625,0.0,0.09760273972602738,0.03625,0.5723972602739726,2
0.075,0.0625,0.055,0.07625,0.0625,0.0,0.08047945205479452,0.0275,0.5607705479452054,0
0.05625,0.06875,0.0675,0.0825,0.0625,0.0,0.08047945205479452,0.0275,0.5545205479452054,0
0.0575,0.06125,0.0725,0.02875,0.0625,0.0,0.07534246575342465,0.0275,0.6146575342465754,0
0.06125,0.0525,0.07,0.06875,0.0625,0.0,0.07191780821917808,0.03125,0.5818321917808219,0
0.07875,0.06625,0.0675,0.05,0.0625,0.0,0.08561643835616438,0.0275,0.5618835616438356,0
0.0625,0.0675,0.06625,0.0675,0.0625,0.0,0.08732876712328767,0.03375,0.5526712328767123,0
0.07875,0.07125,0.07375,0.05,0.0625,0.0,0.06506849315068493,0.0275,0.5711815068493151,0
0.05375,0.07125,0.06375,0.06125,0.0625,0.0,0.0821917808219178,0.0275,0.5778082191780822,0
0.06,0.05625,0.06875,0.0625,0.0625,0.0,0.09075342465753425,0.0275,0.5717465753424658,0
0.0625,0.0725,0.0575,0.0575,0.0625,0.0,0.07876712328767124,0.0275,0.5812328767123287,0
0.06375,0.0675,0.075,0.07125,0.0625,0.0,0.09931506849315068,0.0275,0.5331849315068493,0
0.0675,0.065,0.07875,0.04625,0.0625,0.0,0.07876712328767124,0.0275,0.5737328767123286,0
0.08375,0.0775,0.05,0.05375,0.0625,0.125,0.08561643835616438,0.0275,0.4343835616438356,0
0.035,0.0725,0.02625,0.01625,0.0625,0.0,0.08732876712328767,0.0275,0.6726712328767123,6
0.04875,0.055,0.04375,0.02,0.0625,0.0,0.09417808219178084,0.0275,0.6483219178082191,6
0.1,0.07875,0.05625,0.03625,0.0625,0.0,0.08732876712328767,0.0275,0.5514212328767123,4
0.0625,0.065,0.07375,0.0375,0.0625,0.0,0.08732876712328767,0.04375,0.5676712328767123,1
0.0525,0.05875,0.065,0.05125,0.0625,0.0,0.09075342465753425,0.04,0.5792465753424658,2
0.045,0.0575,0.0775,0.0575,0.0625,0.0,0.08732876712328767,0.04125,0.5714212328767123,2
0.0575,0.0475,0.05875,0.0275,0.0625,0.0,0.08904109589041097,0.03375,0.623458904109589,0
0.05,0.05625,0.07,0.025,0.0625,0.0,0.07705479452054795,0.0275,0.631695205479452,2
0.04125,0.05375,0.08,0.02,0.0625,0.0,0.08904109589041097,0.065,0.5884589041095891,1
0.06125,0.07625,0.06125,0.03125,0.0625,0.0,0.08561643835616438,0.035,0.5868835616438356,2
0.0475,0.0625,0.04625,0.0325,0.0625,0.0,0.07363013698630137,0.0275,0.6476198630136987,6
0.08625,0.0875,0.065,0.045,0.0625,0.0,0.07876712328767124,0.0275,0.5474828767123288,4
0.07625,0.09,0.04875,0.04125,0.0625,0.0,0.09931506849315068,0.0275,0.5544349315068493,0
0.0975,0.09375,0.05,0.035,0.0625,0.0,0.09075342465753425,0.0275,0.5429965753424657,0
0.08,0.07125,0.07125,0.03375,0.0625,0.0,0.06335616438356165,0.0275,0.5903938356164384,2
0.045,0.0725,0.04375,0.03,0.0625,0.0,0.07534246575342465,0.0275,0.6434075342465753,6
0.045,0.05375,0.04875,0.015,0.0625,0.0,0.0839041095890411,0.0275,0.6635958904109589,6
0.05875,0.065,0.0625,0.05,0.0625,0.0,0.0702054794520548,0.0275,0.6035445205479452,2
0.06,0.02875,0.07125,0.03375,0.0625,0.0,0.0821917808219178,0.05875,0.6028082191780822,1
0.05875,0.04875,0.06875,0.03,0.0625,0.0,0.08047945205479452,0.0275,0.6232705479452054,2
0.055,0.07375,0.045,0.02,0.0625,0.0,0.08904109589041097,0.0275,0.627208904109589,6
0.0525,0.04375,0.0675,0.0225,0.0625,0.0,0.09589041095890412,0.0275,0.6278595890410958,2
0.0375,0.07,0.06875,0.0225,0.0625,0.0,0.08561643835616438,0.0275,0.6256335616438355,2
0.08125,0.08125,0.065,0.02,0.0625,0.0,0.10273972602739725,0.0275,0.5597602739726026,2
0.03375,0.075,0.06,0.02875,0.0625,0.0,0.09417808219178084,0.0275,0.6183219178082191,2
0.05625,0.05125,0.0625,0.0575,0.0625,0.07530120481927711,0.08561643835616438,0.03375,0.5153323568245585,8
0.055,0.065,0.05125,0.02875,0.0625,0.0,0.08732876712328767,0.0275,0.6226712328767123,1
0.0375,0.04,0.07125,0.02375,0.0625,0.0,0.0821917808219178,0.06875,0.6140582191780822,1
0.05,0.055,0.06125,0.05875,0.0625,0.0,0.0839041095890411,0.03375,0.5948458904109589,1
0.05625,0.06375,0.0625,0.02,0.0625,0.0,0.08904109589041097,0.125,0.520958904109589,1
0.05625,0.05625,0.0625,0.075,0.0625,0.0,0.0839041095890411,0.0275,0.5760958904109589,0
0.07375,0.08375,0.07,0.05125,0.0625,0.0,0.08047945205479452,0.0275,0.5507705479452054,0
0.05875,0.05875,0.07125,0.06,0.0625,0.0,0.0821917808219178,0.0275,0.5790582191780822,0
0.04375,0.065,0.06,0.0275,0.0625,0.0,0.044520547945205484,0.0275,0.6692294520547944,0
0.05875,0.05125,0.0825,0.0325,0.0625,0.0,0.09075342465753425,0.0275,0.5942465753424657,0
0.08,0.0775,0.03625,0.035,0.0625,0.0,0.08732876712328767,0.0275,0.5939212328767123,0
0.06875,0.06625,0.06875,0.0575,0.0625,0.0,0.08904109589041097,0.0275,0.559708904109589,0
0.08375,0.0775,0.0675,0.05375,0.0625,0.0,0.09075342465753425,0.0275,0.5367465753424656,0
0.07375,0.075,0.06125,0.05375,0.0625,0.0,0.09075342465753425,0.03875,0.5442465753424657,0
0.0675,0.06875,0.0425,0.03875,0.0625,0.0,0.09246575342465754,0.0275,0.6000342465753423,6
0.0725,0.0775,0.0675,0.02125,0.0625,0.0,0.0821917808219178,0.0275,0.5890582191780822,0
0.05,0.0475,0.06625,0.02,0.0625,0.0,0.08904109589041097,0.03375,0.6309589041095891,1
0.0575,0.08875,0.06,0.06625,0.0625,0.0,0.09075342465753425,0.0275,0.5467465753424658,0
0.06625,0.06375,0.06875,0.00625,0.0625,0.0,0.07705479452054795,0.03125,0.6241952054794521,1
0.05125,0.05,0.07375,0.05875,0.0625,0.0,0.0821917808219178,0.05375,0.5678082191780822,2
0.0625,0.08,0.07125,0.01875,0.0625,0.0,0.08047945205479452,0.0275,0.5970205479452055,2
0.05,0.0775,0.065,0.03875,0.0625,0.0,0.0839041095890411,0.03875,0.5835958904109588,2
0.075,0.0625,0.07125,0.03125,0.0625,0.0,0.0702054794520548,0.0325,0.5947945205479452,2
0.0775,0.06375,0.065,0.0525,0.0625,0.0,0.09246575342465754,0.03375,0.5525342465753424,1
0.04375,0.0725,0.0675,0.02,0.0625,0.0,0.08732876712328767,0.0275,0.6189212328767123,1
0.0425,0.0675,0.0625,0.02625,0.0625,0.0,0.09246575342465754,0.03875,0.6075342465753424,2
0.04875,0.0725,0.0625,0.0325,0.0625,0.0,0.09246575342465754,0.07375,0.5550342465753425,6
0.06,0.0675,0.0625,0.02125,0.0625,0.0,0.09075342465753425,0.0275,0.6079965753424657,1
0.03625,0.04,0.0725,0.01875,0.0625,0.0,0.08561643835616438,0.0375,0.6468835616438356,2
0.05875,0.04,0.08,0.0375,0.0625,0.0,0.10787671232876712,0.0275,0.5858732876712328,1
0.04875,0.05875,0.07,0.02,0.0625,0.0,0.08047945205479452,0.0275,0.6320205479452055,2
0.0725,0.06,0.06375,0.05875,0.0625,0.0,0.09417808219178084,0.0275,0.5608219178082192,1
0.08,0.075,0.07125,0.02375,0.0625,0.0,0.07363013698630137,0.0275,0.5863698630136986,1
0.04625,0.0575,0.05,0.03375,0.0625,0.0,0.07705479452054795,0.0275,0.6454452054794519,1
0.05375,0.07125,0.06625,0.02,0.0625,0.0,0.09246575342465754,0.0275,0.6062842465753424,2
0.035,0.04625,0.07625,0.01125,0.0625,0.0,0.08904109589041097,0.06875,0.610958904109589,1
0.07375,0.06,0.0625,0.0175,0.0625,0.0,0.07705479452054795,0.03125,0.615445205479452,2
0.04875,0.06875,0.06,0.03875,0.0625,0.0,0.09246575342465754,0.03625,0.5925342465753425,2
0.0325,0.045,0.05875,0.0425,0.0625,0.0,0.09075342465753425,0.09,0.5779965753424657,1
0.06375,0.0425,0.0625,0.02375,0.0625,0.0,0.08561643835616438,0.0275,0.6318835616438356,1
0.0725,0.0625,0.0625,0.015,0.0625,0.0,0.0821917808219178,0.03125,0.6115582191780822,1
0.055,0.04875,0.06625,0.0175,0.0625,0.0,0.09246575342465754,0.055,0.6025342465753425,2
0.05125,0.04875,0.055,0.0425,0.0625,0.0,0.0821917808219178,0.05,0.6078082191780823,1
0.05625,0.05375,0.06375,0.03,0.0625,0.0,0.09246575342465754,0.04125,0.6000342465753424,2
0.045,0.085,0.0575,0.02,0.0625,0.0,0.09075342465753425,0.035,0.6042465753424657,1
0.0525,0.03875,0.0625,0.01875,0.0625,0.0,0.09075342465753425,0.0275,0.6467465753424657,1
0.0525,0.05375,0.07,0.0125,0.0625,0.0,0.0839041095890411,0.0275,0.6373458904109588,2
0.08375,0.08875,0.065,0.08125,0.0625,0.0,0.09075342465753425,0.045,0.48299657534246576,1
0.06125,0.05875,0.06625,0.02,0.0625,0.0,0.0821917808219178,0.03375,0.6153082191780822,1
0.08875,0.07375,0.06,0.05375,0.0625,0.0,0.10102739726027397,0.0275,0.532722602739726,0
0.05,0.0525,0.08875,0.02625,0.0625,0.0,0.09246575342465754,0.04,0.5875342465753424,2
0.05,0.0525,0.08875,0.02625,0.0625,0.0,0.09246575342465754,0.04,0.5875342465753424,2
0.0675,0.06125,0.06125,0.025,0.0625,0.0,0.08904109589041097,0.0275,0.605958904109589,2
0.0525,0.06375,0.0625,0.015,0.0625,0.0,0.08904109589041097,0.0575,0.597208904109589,1
0.07125,0.06375,0.06625,0.0225,0.0625,0.0,0.09589041095890412,0.03125,0.5866095890410958,1
0.04375,0.05625,0.05375,0.01375,0.0625,0.0,0.09589041095890412,0.0275,0.6466095890410959,6
0.0525,0.0525,0.0525,0.025,0.0625,0.0,0.0839041095890411,0.0275,0.6435958904109589,6
0.0325,0.0625,0.04125,0.035,0.0625,0.0,0.08732876712328767,0.0275,0.6514212328767123,6
0.04875,0.0525,0.0475,0.05,0.0625,0.0,0.0839041095890411,0.05875,0.5960958904109589,6
0.0325,0.055,0.0375,0.01375,0.0625,0.0,0.08732876712328767,0.05875,0.6526712328767124,6
0.03875,0.055,0.06625,0.02875,0.0625,0.0,0.08732876712328767,0.04,0.6214212328767124,1
0.06,0.07625,0.055,0.025,0.0625,0.0,0.08047945205479452,0.0275,0.6132705479452055,2
0.0825,0.05625,0.0625,0.02875,0.0625,0.0,0.0839041095890411,0.0275,0.5960958904109589,2
0.02625,0.05125,0.06875,0.01375,0.0625,0.0,0.08561643835616438,0.03375,0.6581335616438356,2
0.0475,0.085,0.055,0.05625,0.0625,0.0,0.09075342465753425,0.0275,0.5754965753424657,0
0.055,0.0475,0.06,0.04,0.0625,0.125,0.09075342465753425,0.0275,0.4917465753424658,8
0.03875,0.03875,0.07,0.04125,0.0625,0.0,0.08904109589041097,0.04125,0.6184589041095889,1
0.06125,0.03875,0.06125,0.04375,0.0625,0.0,0.08732876712328767,0.03625,0.6089212328767123,1
0.0475,0.04625,0.07,0.02625,0.0625,0.0,0.0839041095890411,0.0275,0.6360958904109588,1
0.04875,0.05,0.06625,0.08375,0.0625,0.0,0.08047945205479452,0.0275,0.5807705479452054,2
0.03,0.0425,0.08625,0.0225,0.0625,0.0,0.08904109589041097,0.0275,0.639708904109589,2
0.06125,0.05375,0.06375,0.01625,0.0625,0.0,0.08047945205479452,0.0275,0.6345205479452054,2
0.0675,0.0475,0.065,0.0225,0.0625,0.0,0.0821917808219178,0.0275,0.6253082191780821,2
0.05375,0.07125,0.06625,0.06625,0.0625,0.0,0.09075342465753425,0.03125,0.5579965753424657,2
0.06,0.08,0.07625,0.02875,0.0625,0.0,0.10273972602739725,0.0275,0.5622602739726028,2
0.03875,0.06875,0.065,0.02125,0.0625,0.0,0.08904109589041097,0.0275,0.627208904109589,2
0.04,0.07125,0.0625,0.01875,0.0625,0.0,0.09075342465753425,0.0275,0.6267465753424657,2
0.04,0.0525,0.065,0.03,0.0625,0.0,0.10273972602739725,0.0275,0.6197602739726027,2
0.07375,0.0625,0.065,0.035,0.0625,0.0,0.09417808219178084,0.03125,0.5758219178082192,2
0.04625,0.0525,0.06375,0.01375,0.0625,0.0,0.09760273972602738,0.0275,0.6361472602739726,2
0.09375,0.0875,0.0475,0.03375,0.0625,0.0,0.0839041095890411,0.0275,0.5635958904109588,3
0.07625,0.09,0.03875,0.04125,0.0625,0.0,0.09589041095890412,0.0275,0.5678595890410958,0
0.055,0.0525,0.075,0.02625,0.0625,0.0,0.09760273972602738,0.0275,0.6036472602739726,2
0.065,0.06375,0.06375,0.0675,0.0625,0.0,0.09417808219178084,0.03375,0.5495719178082192,0
0.07875,0.07,0.05625,0.0725,0.0625,0.0,0.08732876712328767,0.0275,0.5451712328767123,0
0.065,0.07,0.0675,0.06625,0.0625,0.0,0.07705479452054795,0.0275,0.5641952054794519,0
0.0725,0.0725,0.0725,0.06125,0.0625,0.0,0.0839041095890411,0.0325,0.5423458904109589,0
0.09,0.0775,0.0425,0.03625,0.0625,0.0,0.09589041095890412,0.035,0.560359589041096,0
0.09,0.07625,0.04625,0.0375,0.0625,0.0,0.09760273972602738,0.0275,0.5623972602739726,0
0.0575,0.05375,0.0475,0.04125,0.0625,0.0,0.0821917808219178,0.035,0.6203082191780822,0
0.07125,0.07125,0.055,0.04625,0.0625,0.0,0.08904109589041097,0.03125,0.573458904109589,0
0.0525,0.03875,0.0775,0.015,0.0625,0.0,0.06849315068493152,0.0275,0.6577568493150685,0
0.06125,0.0575,0.05625,0.05625,0.0625,0.0,0.08904109589041097,0.0275,0.5897089041095891,0
0.0525,0.0725,0.05125,0.08125,0.0625,0.0,0.07876712328767124,0.0325,0.5687328767123287,0
0.07375,0.07625,0.0425,0.0275,0.0625,0.0,0.08732876712328767,0.0275,0.6026712328767123,0
0.065,0.09625,0.0475,0.0425,0.0625,0.0,0.08732876712328767,0.0275,0.5714212328767123,0
0.0625,0.065,0.075,0.06375,0.0625,0.0,0.0821917808219178,0.0275,0.5615582191780821,0
0.06125,0.075,0.05375,0.07,0.0625,0.0,0.06164383561643835,0.0275,0.5883561643835615,0
0.0625,0.05125,0.055,0.0625,0.0625,0.0,0.07191780821917808,0.0275,0.6068321917808219,0
0.0625,0.05,0.07,0.0875,0.0625,0.0,0.08561643835616438,0.0275,0.5543835616438355,0
0.04625,0.0725,0.055,0.06375,0.0625,0.0,0.07534246575342465,0.0275,0.5971575342465754,0
0.06875,0.05625,0.05625,0.0675,0.0625,0.0,0.08561643835616438,0.0275,0.5756335616438355,0
0.08375,0.085,0.0575,0.03625,0.0625,0.0,0.07876712328767124,0.0275,0.5687328767123287,0
0.06625,0.06375,0.0575,0.035,0.0625,0.0,0.0821917808219178,0.0275,0.6053082191780821,2
0.04375,0.0825,0.06125,0.02625,0.0625,0.0,0.09246575342465754,0.03125,0.6000342465753424,2
0.065,0.05,0.075,0.015,0.0625,0.0,0.09417808219178084,0.0275,0.610821917808219,2
0.09625,0.09875,0.0725,0.02875,0.0625,0.0,0.0821917808219178,0.0275,0.5315582191780821,4
0.05875,0.0575,0.07375,0.06125,0.0625,0.0,0.09589041095890412,0.0275,0.5628595890410959,0
0.09125,0.10375,0.05375,0.0375,0.0625,0.0,0.09417808219178084,0.0275,0.5295719178082192,3
0.0975,0.0925,0.0725,0.03125,0.125,0.0,0.09075342465753425,0.0275,0.46299657534246574,9
0.0875,0.08125,0.0675,0.035,0.0625,0.0,0.10273972602739725,0.05,0.5135102739726027,7
0.05875,0.0675,0.04625,0.0175,0.0625,0.0,0.08561643835616438,0.0275,0.6343835616438356,6
0.07,0.065,0.06,0.02125,0.0625,0.0,0.07876712328767124,0.0275,0.6149828767123287,1
0.07125,0.05125,0.07375,0.03,0.0625,0.0,0.06849315068493152,0.0275,0.6152568493150685,2
0.07,0.05125,0.0725,0.02625,0.0625,0.0,0.07191780821917808,0.0275,0.6180821917808219,2
0.0725,0.07,0.05625,0.015,0.0625,0.0,0.08732876712328767,0.0275,0.6089212328767123,1
0.06625,0.0475,0.0825,0.03125,0.0625,0.0,0.07363013698630137,0.0275,0.6088698630136986,1
0.0425,0.045,0.0675,0.01375,0.0625,0.0,0.06164383561643835,0.02625,0.6808561643835617,1
0.08625,0.07625,0.0475,0.03375,0.0625,0.0,0.08904109589041097,0.0275,0.577208904109589,5
0.04625,0.06625,0.075,0.02375,0.0625,0.07530120481927711,0.07191780821917808,0.0275,0.5515309869615448,8
0.05125,0.05625,0.06625,0.02125,0.0625,0.0,0.08732876712328767,0.03125,0.6239212328767123,1
0.03875,0.0575,0.0675,0.065,0.0625,0.0,0.08561643835616438,0.0425,0.5806335616438356,1
0.045,0.04625,0.04125,0.0175,0.0625,0.0,0.09760273972602738,0.03875,0.6511472602739725,6
0.1025,0.0975,0.06125,0.02875,0.0625,0.0,0.07876712328767124,0.0275,0.5412328767123287,4
0.1025,0.09375,0.0675,0.02875,0.0625,0.0,0.07876712328767124,0.0275,0.5387328767123287,4
0.05125,0.06375,0.0725,0.01875,0.0625,0.0,0.07705479452054795,0.03375,0.620445205479452,2
0.0475,0.06375,0.09375,0.02125,0.0625,0.0,0.09417808219178084,0.0275,0.589571917808219,2
0.0475,0.06375,0.09375,0.02125,0.0625,0.0,0.09417808219178084,0.0275,0.589571917808219,2
0.06625,0.055,0.06375,0.04125,0.0625,0.0,0.08904109589041097,0.0275,0.594708904109589,0
0.0575,0.0675,0.08875,0.01875,0.0625,0.0,0.10102739726027397,0.0275,0.576472602739726,0
0.05,0.07,0.06,0.0175,0.0625,0.0,0.08047945205479452,0.0275,0.6320205479452055,0
0.06625,0.06625,0.075,0.01625,0.0625,0.0,0.0839041095890411,0.0275,0.6023458904109589,0
0.0525,0.07125,0.09,0.0275,0.0625,0.0,0.09760273972602738,0.0275,0.5711472602739727,0
0.05625,0.03375,0.07125,0.045,0.0625,0.0,0.08904109589041097,0.0225,0.619708904109589,2
0.025,0.0325,0.065,0.0175,0.0625,0.0,0.09075342465753425,0.055,0.6517465753424658,2
0.06375,0.06625,0.06875,0.0175,0.0625,0.0,0.08732876712328767,0.0275,0.6064212328767122,2
0.055,0.085,0.05625,0.06375,0.0625,0.0,0.08904109589041097,0.05125,0.537208904109589,0
0.03375,0.04875,0.0825,0.01375,0.0625,0.0,0.07534246575342465,0.0275,0.6559075342465752,0
0.06875,0.0525,0.0425,0.0375,0.0625,0.0,0.08904109589041097,0.0275,0.6197089041095889,6
0.0425,0.0525,0.0375,0.02875,0.0625,0.0,0.09075342465753425,0.0275,0.6579965753424657,6
0.055,0.06625,0.065,0.02875,0.0625,0.125,0.08732876712328767,0.0275,0.4826712328767123,8
0.07375,0.0725,0.07,0.02625,0.0625,0.0,0.09246575342465754,0.04125,0.5612842465753425,1
0.04875,0.035,0.0575,0.015,0.0625,0.0,0.0702054794520548,0.0275,0.6835445205479451,1
0.07,0.05375,0.0675,0.02,0.0625,0.0,0.08561643835616438,0.0275,0.6131335616438356,1
0.045,0.085,0.0475,0.01,0.0625,0.0,0.09075342465753425,0.03125,0.6279965753424658,7
0.03375,0.045,0.075,0.04125,0.0625,0.0,0.06335616438356165,0.03875,0.6403938356164383,1
0.04375,0.05,0.07375,0.0275,0.0625,0.0,0.08047945205479452,0.04625,0.6157705479452056,1
0.0525,0.04,0.0625,0.02625,0.0625,0.0,0.08732876712328767,0.0275,0.6414212328767124,1
0.02875,0.025,0.06625,0.025,0.0625,0.0,0.07534246575342465,0.0275,0.6896575342465754,1
0.06875,0.0675,0.07,0.0275,0.0625,0.0,0.08561643835616438,0.04625,0.5718835616438356,1
0.045,0.03,0.06125,0.02,0.0625,0.0,0.08732876712328767,0.0275,0.6664212328767123,1
0.0475,0.06,0.07375,0.0275,0.0625,0.0,0.07876712328767124,0.0275,0.6224828767123287,2
0.1,0.0575,0.0625,0.01875,0.0625,0.0,0.09075342465753425,0.0275,0.5804965753424658,2
