activity,evolution,previous 24 hour flare activity,historically-complex,became complex on this pass,area,area of largest spot,common flares,moderate flares,modified Zurich class_B,modified Zurich class_C,modified Zurich class_D,modified Zurich class_E,modified Zurich class_F,modified Zurich class_H,largest spot size_A,largest spot size_H,largest spot size_K,largest spot size_R,largest spot size_S,largest spot size_X,spot distribution_C,spot distribution_I,spot distribution_O,spot distribution_X,severe flares
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0
1.8181818099173549e-10,0.0909090906776859,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,0
1.8181818099173549e-10,0.0909090906776859,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,0.1428571424897959,0.1428571424897959,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,0
2.222222209876543e-10,0.11111111071604934,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,0.2222222212098765,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,0.2222222212098765,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,0.2222222212098765,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,2.222222209876543e-10,0.2222222212098765,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0
1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,0.1428571424897959,0.1428571424897959,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,0
1.6326530545605992e-10,0.16326530561932523,1.6326530545605992e-10,1.6326530545605992e-10,0.16326530561932523,1.6326530545605992e-10,0.16326530561932523,0.020408163345272796,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,0.16326530561932523,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,0.16326530561932523,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,1.6326530545605992e-10,0.16326530561932523,1.6326530545605992e-10,1
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0
1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,1.6666666597222217e-10,0.16666666613888884,1.6666666597222217e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0
1.7777777698765426e-10,0.0888888886716049,1.7777777698765426e-10,0.17777777716543205,0.17777777716543205,1.7777777698765426e-10,1.7777777698765426e-10,0.022222222301234558,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,0.17777777716543205,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,0.17777777716543205,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,1.7777777698765426e-10,0.17777777716543205,1.7777777698765426e-10,1.7777777698765426e-10,0
0.1333333330222222,0.06666666657777776,0.1333333330222222,1.3333333288888886e-10,0.1333333330222222,1.3333333288888886e-10,0.1333333330222222,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,0.1333333330222222,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,0.1333333330222222,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,1.3333333288888886e-10,0.1333333330222222,1.3333333288888886e-10,1.3333333288888886e-10,0
1.5384615325443782e-10,0.07692307678106507,1.5384615325443782e-10,0.15384615340828398,0.15384615340828398,1.5384615325443782e-10,0.15384615340828398,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,0.15384615340828398,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,0.15384615340828398,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,1.5384615325443782e-10,0.15384615340828398,1.5384615325443782e-10,1.5384615325443782e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,0
2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,0
2.2222222098765424e-10,0.11111111071604933,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,2.2222222098765424e-10,0.22222222120987647,2.2222222098765424e-10,2.2222222098765424e-10,0
2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,2.499999984374999e-10,2.499999984374999e-10,0.2499999986874999,2.499999984374999e-10,0
1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0.19999999919999994,1.9999999899999994e-10,1.9999999899999994e-10,0
1.342281874690329e-10,0.13422818760326108,1.342281874690329e-10,0.13422818760326108,0.13422818760326108,1.342281874690329e-10,0.13422818760326108,0.033557047001486415,0.026845637628034765,1.342281874690329e-10,1.342281874690329e-10,0.13422818760326108,1.342281874690329e-10,1.342281874690329e-10,1.342281874690329e-10,0.13422818760326108,1.342281874690329e-10,1.342281874690329e-10,1.342281874690329e-10,1.342281874690329e-10,1.342281874690329e-10,1.342281874690329e-10,0.13422818760326108,1.342281874690329e-10,1.342281874690329e-10,0
0.1428571424897959,0.1428571424897959,1.4285714234693873e-10,0.1428571424897959,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,1.4285714234693873e-10,0.1428571424897959,1.4285714234693873e-10,1.4285714234693873e-10,0
1.8181818099173549e-10,0.0909090906776859,1.8181818099173549e-10,0.18181818117355367,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,1.8181818099173549e-10,0.18181818117355367,1.8181818099173549e-10,1.8181818099173549e-10,0
