laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,kredit
1.5525642109704145e-10,0.015982278797598923,0.15525642125229788,1.5525642109704145e-10,0.031223848461060678,1.5525642109704145e-10,0.07762821070377714,0.05175214052093691,0.1035042808866174,1.5525642109704145e-10,0.05175214052093691,1.5525642109704145e-10,0.047131413702572574,0.15525642125229788,1.5525642109704145e-10,0.05175214052093691,0.1035042808866174,1.5525642109704145e-10,1.5525642109704145e-10,0.15525642125229788,1
1.045480403561987e-10,0.03997425082897695,0.10454804046074674,0.01045480414016791,0.03415328037277472,0.026137010193597716,0.07841103037169705,1.045480403561987e-10,0.10454804046074674,1.045480403561987e-10,0.10454804046074674,0.06969869367534717,0.009334646564922925,0.10454804046074674,1.045480403561987e-10,0.034849346889947605,0.06969869367534717,0.10454804046074674,1.045480403561987e-10,0.10454804046074674,1
1.1690041513524322e-10,0.003438247620878156,0.11690041525214365,0.03507012465747339,0.010979916956113587,1.1690041513524322e-10,0.08767531146833282,1.1690041513524322e-10,0.03896680516198149,1.1690041513524322e-10,0.11690041525214365,0.07793361020706256,0.02505008907445253,0.11690041525214365,0.05845020768452202,1.1690041513524322e-10,0.07793361020706256,0.11690041525214365,1.1690041513524322e-10,0.11690041525214365,1
0.027552509991567494,0.053484284023482744,0.06199314737770494,0.08265752980938743,0.03334681465052281,0.020664382514340003,8.26575297267299e-11,0.027552509991567494,0.05510501990047746,8.26575297267299e-11,0.08265752980938743,0.08265752980938743,0.017712327881242503,0.08265752980938743,0.04132876494602247,8.26575297267299e-11,0.08265752980938743,0.08265752980938743,0.08265752980938743,0.08265752980938743,1
1.0431066425625957e-10,0.021475725098246454,0.05215533223244044,0.03129319938118854,0.009676889063045868,0.10431066436057022,0.07823299829650533,0.03477022152306385,0.10431066436057022,1.0431066425625957e-10,0.10431066436057022,0.06954044294181704,0.007450761836900635,0.10431066436057022,1.0431066425625957e-10,0.03477022152306385,0.03477022152306385,0.10431066436057022,1.0431066425625957e-10,0.10431066436057022,1
1.483445034621862e-10,0.004363073779585273,0.0741722518794376,0.04450335118700038,0.019565410888900264,0.0741722518794376,0.0741722518794376,0.04944816796907324,0.09889633578980199,1.483445034621862e-10,0.09889633578980199,1.483445034621862e-10,0.06622522490824907,0.14834450361053073,1.483445034621862e-10,1.483445034621862e-10,0.09889633578980199,1.483445034621862e-10,1.483445034621862e-10,0.14834450361053073,1
1.5754010216081575e-10,0.016217363615271135,0.15754010231835586,1.5754010216081575e-10,0.03197784966074519,1.5754010216081575e-10,0.07877005123794797,1.5754010216081575e-10,0.10502673493141727,1.5754010216081575e-10,0.05251336754447868,1.5754010216081575e-10,0.059077538467846004,0.15754010231835586,0.07877005123794797,0.05251336754447868,0.05251336754447868,1.5754010216081575e-10,1.5754010216081575e-10,0.15754010231835586,1
0.04333097148167991,0.026763247141328994,0.06499645715752339,0.03899787434651122,0.021193408534589904,0.06499645715752339,0.03249822864375816,1.29992914055061e-10,0.1299929141850539,1.29992914055061e-10,0.0866619428333669,1.29992914055061e-10,0.01392781235017802,0.1299929141850539,1.29992914055061e-10,1.29992914055061e-10,0.0866619428333669,0.1299929141850539,1.29992914055061e-10,0.1299929141850539,1
0.032188514383222705,0.045442608501258,0.09656554295653702,0.028969662954556993,0.011089044222721615,9.656554285997148e-11,0.09656554295653702,0.09656554295653702,0.06437702866987986,9.656554285997148e-11,0.09656554295653702,9.656554285997148e-11,0.0293145398933426,0.09656554295653702,0.04828277152655128,9.656554285997148e-11,0.06437702866987986,0.09656554295653702,9.656554285997148e-11,0.09656554295653702,1
0.1051446674751266,0.010823715863819278,0.1051446674751266,1.0514466736998192e-10,0.04037083145254942,1.0514466736998192e-10,0.05257233379013562,1.0514466736998192e-10,0.07009644501846596,1.0514466736998192e-10,0.1051446674751266,0.03504822256180531,0.03755166702299536,0.1051446674751266,0.05257233379013562,0.03504822256180531,0.03504822256180531,0.1051446674751266,1.0514466736998192e-10,0.1051446674751266,1
1.491197887761627e-10,0.004385876289595161,0.1491197889252825,1.491197887761627e-10,0.0281107295618596,1.491197887761627e-10,0.07455989453720113,1.491197887761627e-10,0.09941319266656158,1.491197887761627e-10,0.09941319266656158,1.491197887761627e-10,0.04793136082717209,0.1491197889252825,1.491197887761627e-10,0.09941319266656158,0.09941319266656158,1.491197887761627e-10,1.491197887761627e-10,0.1491197889252825,1
0.05654669970380155,0.019957658828755904,0.16964009877212446,1.6964009860248438e-10,0.026826545970429144,1.6964009860248438e-10,0.0424100248202612,1.6964009860248438e-10,0.11309339923796301,1.6964009860248438e-10,0.11309339923796301,1.6964009860248438e-10,0.09087862442097101,1.6964009860248438e-10,0.08482004947088227,0.05654669970380155,0.05654669970380155,1.6964009860248438e-10,1.6964009860248438e-10,0.16964009877212446,1
0.03958197294314859,0.055880432341432036,0.05937295935534992,0.05937295935534992,0.013943204147678783,1.1874591847320802e-10,0.02968647973704792,0.11874591859195394,0.07916394576755126,1.1874591847320802e-10,1.1874591847320802e-10,0.11874591859195394,0.029686479737047928,0.11874591859195394,1.1874591847320802e-10,1.1874591847320802e-10,0.03958197294314859,0.11874591859195394,1.1874591847320802e-10,0.11874591859195394,0
0.0346359516661012,0.01222445359644668,0.10390785479048789,0.04156314197853987,0.006712216534085304,1.0390785468658004e-10,0.07793089111884288,0.10390785479048789,0.06927190322829455,1.0390785468658004e-10,0.06927190322829455,0.0346359516661012,0.01298848193973036,0.10390785479048789,0.051953927447197866,1.0390785468658004e-10,0.06927190322829455,0.10390785479048789,1.0390785468658004e-10,0.10390785479048789,1
1.3384057085044326e-10,0.0039364875117947834,0.13384057098428384,1.3384057085044326e-10,0.03288940199463509,0.13384057098428384,0.033460142846451386,1.3384057085044326e-10,0.0892270473674694,1.3384057085044326e-10,0.0892270473674694,1.3384057085044326e-10,0.05975025497778846,0.13384057098428384,0.0669202855590622,0.04461352375065499,0.04461352375065499,1.3384057085044326e-10,1.3384057085044326e-10,0.13384057098428384,1
0.03488040106156626,0.010771888635456294,0.07848090225772257,0.03139236096587376,0.026030751627628683,1.0464120287077516e-10,0.07848090225772257,0.03488040106156626,0.06976080201849132,1.0464120287077516e-10,0.10464120297541638,0.03488040106156626,0.05979497317365557,0.10464120297541638,0.05232060154002878,1.0464120287077516e-10,0.06976080201849132,0.10464120297541638,1.0464120287077516e-10,0.10464120297541638,1
1.2103041952207115e-10,0.014238873005979964,0.06051520988206598,0.02420608402544465,0.0026771338641729636,1.2103041952207115e-10,0.12103041964310157,0.12103041964310157,0.04034347329505413,1.2103041952207115e-10,0.12103041964310157,0.04034347329505413,0.010806287578358201,0.12103041964310157,1.2103041952207115e-10,1.2103041952207115e-10,0.08068694646907786,0.12103041964310157,1.2103041952207115e-10,0.12103041964310157,1
0.03480185794855537,0.007676880511203322,0.10440557363685497,0.0313216721641404,0.005193278330075995,1.0440557353244939e-10,0.10440557363685497,0.03480185794855537,0.06960371579270518,1.0440557353244939e-10,0.10440557363685497,1.0440557353244939e-10,0.033558934454121454,0.10440557363685497,0.05220278687063026,0.06960371579270518,0.03480185794855537,0.10440557363685497,1.0440557353244939e-10,0.10440557363685497,1
0.09656631712554098,0.01562102196890045,0.048283158611053645,9.656631702897466e-11,0.01756620699090935,0.09656631712554098,0.048283158611053645,0.06437754478254942,0.06437754478254942,9.656631702897466e-11,0.032188772439557874,0.09656631712554098,0.017243985280311788,0.09656631712554098,0.048283158611053645,9.656631702897466e-11,0.06437754478254942,0.09656631712554098,9.656631702897466e-11,0.09656631712554098,1
0.05303769960282576,0.0444580717387675,0.07955654936446037,0.007955655008046932,0.01990008113211365,7.955654928490381e-11,0.07955654936446037,0.07955654936446037,0.05303769960282576,7.955654928490381e-11,0.07955654936446037,0.07955654936446037,0.05256414871422515,0.07955654936446037,0.07955654936446037,7.955654928490381e-11,0.05303769960282576,0.07955654936446037,7.955654928490381e-11,0.07955654936446037,1
0.05969470295735152,0.034236667910785716,0.08954205439125626,0.02686261638005632,0.013632819735896364,8.95420543017142e-11,0.08954205439125626,0.08954205439125626,0.05969470295735152,8.95420543017142e-11,0.08954205439125626,0.029847351523446787,0.04477102724039915,0.08954205439125626,0.04477102724039915,8.95420543017142e-11,0.05969470295735152,0.08954205439125626,8.95420543017142e-11,0.08954205439125626,1
0.0796425459603399,0.03747884519997071,0.0796425459603399,7.964254588069735e-11,0.014395607167685398,7.964254588069735e-11,0.059731909490165554,0.0796425459603399,0.053095030666774116,7.964254588069735e-11,0.0796425459603399,0.053095030666774116,0.025599389827009555,0.0796425459603399,0.039821273019991214,0.02654751537320833,0.053095030666774116,0.0796425459603399,0.0796425459603399,0.0796425459603399,1
0.07544162039372973,0.03550193904875367,0.07544162039372973,7.54416203182881e-11,0.026417435516488473,7.54416203182881e-11,0.07544162039372973,0.07544162039372973,0.050294413620967024,7.54416203182881e-11,0.07544162039372973,0.050294413620967024,0.02020757694641165,0.07544162039372973,0.037720810234585664,0.02514720684820432,0.07544162039372973,0.07544162039372973,0.07544162039372973,0.07544162039372973,1
0.1027384391468673,0.03021718805689398,0.05136921962480286,0.0308215318159771,0.006365328724048502,0.05136921962480286,0.07705382938583508,0.1027384391468673,0.03424614645078139,1.0273843904412885e-10,1.0273843904412885e-10,0.06849229279882435,0.016511534949116294,0.1027384391468673,0.05136921962480286,1.0273843904412885e-10,0.06849229279882435,0.1027384391468673,1.0273843904412885e-10,0.1027384391468673,1
1.4026014036080527e-10,0.02268914049274334,0.07013007032066276,1.4026014036080527e-10,0.011352628426314092,1.4026014036080527e-10,0.03506503523046146,0.046753380260528554,0.09350676038079697,1.4026014036080527e-10,0.09350676038079697,1.4026014036080527e-10,0.04257897132121888,0.1402601405010654,0.07013007032066276,1.4026014036080527e-10,0.09350676038079697,0.1402601405010654,1.4026014036080527e-10,0.1402601405010654,1
9.752812615882284e-11,0.0028684743963170323,0.09752812625635097,9.752812615882284e-11,0.0032734763249344166,9.752812615882284e-11,0.09752812625635097,9.752812615882284e-11,0.03250937548380241,9.752812615882284e-11,0.09752812625635097,0.09752812625635097,0.03483147372567914,0.09752812625635097,0.04876406317693954,0.03250937548380241,0.06501875087007669,0.09752812625635097,0.09752812625635097,0.09752812625635097,1
0.11963481842543172,0.014074684626199156,0.11963481842543172,1.196348183057969e-10,0.008195518375974487,1.196348183057969e-10,0.11963481842543172,0.11963481842543172,0.07975654565683275,1.196348183057969e-10,1.196348183057969e-10,1.196348183057969e-10,0.04059038490195876,0.11963481842543172,0.05981740927253326,0.039878272888233784,0.039878272888233784,1.196348183057969e-10,1.196348183057969e-10,0.11963481842543172,1
0.09552338952877848,0.011238045911200456,0.09552338952877848,0.02865701692549992,0.00885118243323669,9.552338943325509e-11,0.09552338952877848,0.031841129906608416,0.06368225971769345,9.552338943325509e-11,0.031841129906608416,0.09552338952877848,0.011940423774680275,0.09552338952877848,0.04776169481215093,0.031841129906608416,0.06368225971769345,0.09552338952877848,9.552338943325509e-11,0.09552338952877848,1
0.09811345403870345,0.02019982885058786,0.04905672706840845,0.009811345492172453,0.01688669999500822,0.09811345403870345,0.04905672706840845,0.03270448474497678,0.06540896939184011,9.811345394058999e-11,9.811345394058999e-11,0.03270448474497678,0.021024311656811304,0.09811345403870345,0.04905672706840845,9.811345394058999e-11,0.06540896939184011,0.09811345403870345,0.09811345403870345,0.09811345403870345,1
0.08581689525392189,0.025240263370553656,0.08581689525392189,0.008581689602627394,0.017084050196865857,8.5816895168105e-11,0.08581689525392189,0.08581689525392189,0.028605631808518557,8.5816895168105e-11,0.028605631808518557,0.057211263531220226,0.03371378033042957,0.08581689525392189,8.5816895168105e-11,0.028605631808518557,0.08581689525392189,0.08581689525392189,0.08581689525392189,0.08581689525392189,1
0.08839031547512077,0.010398860722123308,0.08839031547512077,0.04419515778175554,0.0036282148610601145,0.08839031547512077,0.06629273662843815,0.08839031547512077,0.0294634385506338,8.839031538673046e-11,0.08839031547512077,8.839031538673046e-11,0.00631359404458535,0.08839031547512077,0.04419515778175554,0.0294634385506338,0.05892687701287729,0.08839031547512077,8.839031538673046e-11,0.08839031547512077,1
8.51787050368094e-11,0.025052560390122644,0.0425893526035834,0.08517870512198811,0.007053700485772857,8.51787050368094e-11,0.08517870512198811,0.08517870512198811,0.02839290176411517,0.08517870512198811,0.08517870512198811,8.51787050368094e-11,0.059320883950099525,0.08517870512198811,0.0425893526035834,8.51787050368094e-11,0.02839290176411517,0.08517870512198811,0.08517870512198811,0.08517870512198811,1
0.10468724361904841,0.02155325612234983,0.10468724361904841,1.0468724351436117e-10,0.004481494297169525,1.0468724351436117e-10,0.05234362186186782,0.10468724361904841,0.03489574794280763,1.0468724351436117e-10,0.06979149578092801,1.0468724351436117e-10,0.03178005617154688,0.10468724361904841,0.05234362186186782,0.03489574794280763,0.06979149578092801,0.10468724361904841,1.0468724351436117e-10,0.10468724361904841,1
0.026623372028800933,0.023491210623044365,0.07987011592666257,0.07188310434198332,0.011316471319305054,0.07987011592666257,0.059902586964964456,0.07987011592666257,0.053246743977731756,7.987011584679246e-11,0.053246743977731756,0.07987011592666257,0.021393781110260954,0.07987011592666257,0.03993505800326634,0.026623372028800933,0.053246743977731756,7.987011584679246e-11,0.07987011592666257,0.07987011592666257,1
0.027151113332786612,0.01676980532492389,0.04072666995845325,0.048872003933853235,0.0044325604983514255,0.08145333983545316,0.04072666995845325,0.08145333983545316,0.054302226584119886,8.145333975399982e-11,0.08145333983545316,0.08145333983545316,0.0610900048969532,0.08145333983545316,0.08145333983545316,8.145333975399982e-11,0.054302226584119886,0.08145333983545316,8.145333975399982e-11,0.08145333983545316,1
1.1885240208925885e-10,0.02446961231369981,0.05942620116348182,1.1885240208925885e-10,0.0063173447000246285,1.1885240208925885e-10,0.02971310064116712,0.11885240220811126,0.03961746748193869,1.1885240208925885e-10,0.07923493484502497,0.07923493484502497,0.008489457410942322,0.11885240220811126,1.1885240208925885e-10,1.1885240208925885e-10,0.07923493484502497,0.11885240220811126,0.11885240220811126,0.11885240220811126,0
0.09578491125872193,0.028172032790766386,0.04789245567725342,0.08620642014242823,0.005312599988612055,9.578491116293702e-11,0.07183868346798768,0.09578491125872193,0.06385660753774293,9.578491116293702e-11,9.578491116293702e-11,9.578491116293702e-11,0.010262669148956734,0.09578491125872193,0.04789245567725342,9.578491116293702e-11,0.06385660753774293,0.09578491125872193,0.09578491125872193,0.09578491125872193,1
0.09992220268585113,0.020572218279378156,0.09992220268585113,0.05995332165147956,0.008873909804648144,0.024980550746404435,0.04996110139288666,0.09992220268585113,0.03330740096189851,9.992220258592892e-11,0.03330740096189851,9.992220258592892e-11,0.019627575607872528,0.09992220268585113,0.04996110139288666,0.03330740096189851,0.06661480182387482,0.09992220268585113,9.992220258592892e-11,0.09992220268585113,0
0.09574142202694678,0.028159241840213584,0.04787071106134409,9.574142193120536e-11,0.006448085296786616,0.023935355578542764,0.023935355578542764,0.09574142202694678,0.09574142202694678,9.574142193120536e-11,0.063827614716545,9.574142193120536e-11,0.023935355578542768,0.09574142202694678,0.04787071106134409,9.574142193120536e-11,0.063827614716545,0.09574142202694678,0.09574142202694678,0.09574142202694678,1
9.480406312243373e-11,0.02788354807199045,0.09480406321723779,0.08532365690499441,0.005905040232065809,0.023701015875412495,0.07110304743662935,0.09480406321723779,0.06320270884309322,9.480406312243373e-11,9.480406312243373e-11,9.480406312243373e-11,0.011850507985108278,0.09480406321723779,0.04740203165602092,0.031601354468948635,0.06320270884309322,0.09480406321723779,0.09480406321723779,0.09480406321723779,1
0.12752682852274613,0.01500315640931733,0.06376341432513646,1.275268283952193e-10,0.002736627346308358,1.275268283952193e-10,0.06376341432513646,0.12752682852274613,1.275268283952193e-10,1.275268283952193e-10,0.042508942925933255,1.275268283952193e-10,0.06831794391068002,0.12752682852274613,0.06376341432513646,1.275268283952193e-10,0.042508942925933255,0.12752682852274613,1.275268283952193e-10,0.12752682852274613,1
0.07238064611309401,0.05109222081764606,0.054285484611963246,0.03257129081060635,0.0219185037558634,1.0857096900678456e-10,0.054285484611963246,0.03619032311083249,0.07238064611309401,1.0857096900678456e-10,0.03619032311083249,1.0857096900678456e-10,0.007755069323341297,0.10857096911535555,0.054285484611963246,1.0857096900678456e-10,0.07238064611309401,0.10857096911535555,0.10857096911535555,0.10857096911535555,1
0.11551500019254884,0.008493750121179252,0.11551500019254884,1.1551500007703383e-10,0.006190800713899007,1.1551500007703383e-10,0.057757500154031916,0.07701000016687089,0.07701000016687089,1.1551500007703383e-10,1.1551500007703383e-10,1.1551500007703383e-10,0.022690446559218078,0.11551500019254884,0.057757500154031916,0.038505000141192944,0.07701000016687089,0.11551500019254884,1.1551500007703383e-10,0.11551500019254884,1
0.08063736468273638,0.009486748857354895,0.08063736468273638,0.024191209461267075,0.009233319973724634,0.08063736468273638,0.08063736468273638,8.063736460209903e-11,0.05375824314870338,0.04031868238168687,0.08063736468273638,8.063736460209903e-11,0.04319858826033327,0.08063736468273638,0.04031868238168687,8.063736460209903e-11,0.05375824314870338,0.08063736468273638,0.08063736468273638,0.08063736468273638,1
0.08250428048064944,0.024265964905488147,0.04125214028157685,0.008250428122318796,0.02752412531932359,0.08250428048064944,0.08250428048064944,0.05500285368126771,0.05500285368126771,8.250428039814515e-11,0.08250428048064944,0.05500285368126771,0.03241239595320416,0.08250428048064944,0.04125214028157685,8.250428039814515e-11,0.08250428048064944,8.250428039814515e-11,0.08250428048064944,0.08250428048064944,1
9.341571323311095e-11,0.010990084003193469,0.09341571332652665,0.028024714063349002,0.0006939101454939558,9.341571323311095e-11,0.07006178501824892,0.09341571332652665,0.03113857117111936,9.341571323311095e-11,0.06227714224882301,9.341571323311095e-11,0.06505737180933226,0.09341571332652665,0.04670785670997118,0.09341571332652665,0.03113857117111936,0.09341571332652665,0.09341571332652665,0.09341571332652665,1
0.08735656724728326,0.010277243282642057,0.08735656724728326,0.026206970235334578,0.006753382769193091,8.735656715992668e-11,0.08735656724728326,0.029118855807332127,0.058237711527307695,8.735656715992668e-11,0.08735656724728326,8.735656715992668e-11,0.0686373028558704,0.08735656724728326,0.043678283667319906,0.029118855807332127,0.029118855807332127,0.08735656724728326,0.08735656724728326,0.08735656724728326,1
1.4495262211376394e-10,0.023448218428061492,0.07247631120183458,0.04348578677908181,0.006404586672813987,1.4495262211376394e-10,0.03623815567339361,0.14495262225871658,0.14495262225871658,1.4495262211376394e-10,0.048317540849540604,1.4495262211376394e-10,0.02070751758977604,0.14495262225871658,0.07247631120183458,1.4495262211376394e-10,0.09663508155412859,0.14495262225871658,1.4495262211376394e-10,1.4495262211376394e-10,1
0.08040970782199074,0.020102427015804964,0.040204853951200215,0.02412291240288402,0.01287511010175893,0.08040970782199074,0.08040970782199074,0.08040970782199074,0.05360647190813039,8.040970774158103e-11,0.05360647190813039,0.02680323599427005,0.03158952812174511,0.08040970782199074,0.040204853951200215,8.040970774158103e-11,0.05360647190813039,0.08040970782199074,0.08040970782199074,0.08040970782199074,1
0.0929095609489394,0.043722146378100075,0.04645478052092447,9.290956085602984e-11,0.014462482081558644,0.0929095609489394,0.04645478052092447,0.0929095609489394,0.061939707330262786,9.290956085602984e-11,0.0929095609489394,9.290956085602984e-11,0.028204688209918616,0.0929095609489394,0.04645478052092447,9.290956085602984e-11,0.061939707330262786,0.0929095609489394,9.290956085602984e-11,0.0929095609489394,1
0.08735420690189731,0.01027696559494751,0.08735420690189731,8.73542068145431e-11,0.004388378585300605,0.04367710349462575,0.04367710349462575,0.08735420690189731,0.058236137963716274,8.73542068145431e-11,0.08735420690189731,8.73542068145431e-11,0.03899741384384667,0.08735420690189731,0.04367710349462575,8.73542068145431e-11,0.058236137963716274,0.08735420690189731,0.08735420690189731,0.08735420690189731,1
0.09718480037168838,0.028583764883803497,0.04859240023443658,0.009718480124635158,0.012988988754979957,9.718480027450358e-11,0.024296200165810695,0.09718480037168838,0.032394933522019324,9.718480027450358e-11,9.718480027450358e-11,0.09718480037168838,0.017354428717631865,0.09718480037168838,0.04859240023443658,9.718480027450358e-11,0.09718480037168838,0.09718480037168838,0.09718480037168838,0.09718480037168838,1
0.08023421390533629,0.051916256084712016,0.08023421390533629,0.024070264227764843,0.014692388305717854,0.08023421390533629,0.08023421390533629,0.08023421390533629,0.0534894759636356,8.023421382510208e-11,8.023421382510208e-11,8.023421382510208e-11,0.04011710699278525,0.08023421390533629,0.04011710699278525,8.023421382510208e-11,0.0534894759636356,0.08023421390533629,0.08023421390533629,0.08023421390533629,1
0.09285481848478343,0.04369638521846828,0.06964111388680126,9.285481839192861e-11,0.05428537730283839,9.285481839192861e-11,0.09285481848478343,0.03095160622349769,0.061903212354140556,9.285481839192861e-11,0.03095160622349769,0.061903212354140556,0.04311116577482167,0.09285481848478343,0.04642740928881912,0.03095160622349769,0.061903212354140556,9.285481839192861e-11,0.09285481848478343,0.09285481848478343,1
1.4238764891077882e-10,0.016751488249538097,0.10679073682547176,1.4238764891077882e-10,0.008571150572033958,1.4238764891077882e-10,0.07119382459777705,0.14238764905316648,0.09492509941624021,1.4238764891077882e-10,0.047462549779313926,1.4238764891077882e-10,0.061023278247007144,0.14238764905316648,0.07119382459777705,0.047462549779313926,0.047462549779313926,1.4238764891077882e-10,1.4238764891077882e-10,0.14238764905316648,1
0.11843789037701295,0.0034834674789842143,0.11843789037701295,0.03553136719601042,0.006432166822807515,0.029609472683081655,0.05921894524772541,1.1843789025857505e-10,0.03947929687129624,1.1843789025857505e-10,1.1843789025857505e-10,0.03947929687129624,0.016919698726805755,0.11843789037701295,0.05921894524772541,0.03947929687129624,0.0789585936241546,0.11843789037701295,1.1843789025857505e-10,0.11843789037701295,1
0.0909436660145839,0.010699254905489572,0.045471833052763776,0.02728309986803574,0.014146458964396452,9.094366592364023e-11,0.045471833052763776,0.03031455539882374,0.06062911070670382,9.094366592364023e-11,0.0909436660145839,0.06062911070670382,0.053591803224517356,0.0909436660145839,0.045471833052763776,9.094366592364023e-11,0.06062911070670382,0.0909436660145839,0.0909436660145839,0.0909436660145839,1
0.09132350535380983,0.02685985458029007,0.045661752722566666,0.02739705167006941,0.010220755549885031,9.132350526248633e-11,0.06849262903818824,0.09132350535380983,0.060882336932981056,9.132350526248633e-11,0.03044116851215228,0.060882336932981056,0.01467699200850881,0.09132350535380983,0.045661752722566666,9.132350526248633e-11,0.060882336932981056,0.09132350535380983,0.09132350535380983,0.09132350535380983,1
0.04144037814732993,0.014626015897147768,0.062160567158834334,0.037296340345029065,0.00900907537296798,1.243211340690264e-10,0.062160567158834334,1.243211340690264e-10,0.04144037814732993,1.243211340690264e-10,1.243211340690264e-10,0.08288075617033874,0.006660060878018981,0.12432113419334755,0.062160567158834334,1.243211340690264e-10,0.08288075617033874,0.12432113419334755,0.12432113419334755,0.12432113419334755,1
0.07384990220492646,0.021720559524166537,0.05538742667215732,7.384990213107657e-11,0.007241142673034364,7.384990213107657e-11,0.07384990220492646,0.07384990220492646,0.04923326816123428,7.384990213107657e-11,0.07384990220492646,0.07384990220492646,0.05406867841981667,0.07384990220492646,0.07384990220492646,0.02461663411754209,0.04923326816123428,0.07384990220492646,0.07384990220492646,0.07384990220492646,1
0.029020600618427136,0.021765450485585803,0.0870618016811578,0.017412360405881004,0.011952195254733724,0.0652963512826338,0.0652963512826338,0.05804120114979247,0.05804120114979247,8.706180159409601e-11,0.029020600618427136,0.05804120114979247,0.020210775457119804,0.0870618016811578,0.043530900884109804,0.029020600618427136,0.05804120114979247,0.0870618016811578,0.0870618016811578,0.0870618016811578,1
