ip_mean,ip_std,ip_kurtosis,ip_skewness,dm_mean,dm_std,dm_kurtosis,dm_skewness,Adjusted_p,class
0.08758365443114986,0.06270863674730985,-0.0020959084105091003,-0.0001477013321339007,0.005985264446893107,0.04670690709473225,0.014092181907291924,0.0014831230393585356,0.7836838420759075,0
0.07654126951936727,0.057586402972224636,0.005041153028408246,0.0012141037195532286,0.001586962949240374,0.026118365658811232,0.032365562590570565,0.0086561223665622,0.7908900571952622,0
0.08967248022713445,0.06520177630847324,-0.0004934048264944787,8.589584912077246e-05,0.0035421275032502765,0.03567393782034576,0.018659391710909745,0.002743838349838204,0.7849139570574221,0
0.0742192253092679,0.06573482533830012,-0.0014638243668787419,-0.0005285925644725464,0.0015322239559721663,0.019422843570245873,0.03275424609696249,0.01013978120109415,0.7981892714595086,0
0.07115189616710606,0.06202950082856992,0.002132031940916269,-0.0004711704517436607,0.0008440097761630965,0.013639574438329236,0.04837864021065233,0.023450699220625315,0.7788448178693814,0
0.06544818495234232,0.06547895858922818,0.006100683376210954,-2.0632293171676868e-05,0.0015897700774302754,0.024443403451846795,0.03004588644541306,0.007513047724877459,0.7994006976758227,0
0.08831879943216386,0.06541250086859254,-0.0007111469201381745,-0.0004989168871735178,0.005227807782364662,0.043040083146621444,0.015726178851937663,0.0019598693762294976,0.781524824349402,0
0.06448489150273778,0.05260763886494477,0.023966676064893673,0.00762482951483452,0.015418617620300746,0.06972815296407318,0.007993695440002505,0.0003844120027264095,0.7577910860254864,1
0.0654735347799635,0.06566481917551602,0.009720007647649968,-4.863651064187367e-05,0.002173184817126545,0.026035798865808275,0.025163574843995267,0.005486923135974252,0.800330793244608,0
0.06842932468059217,0.05206066789833329,0.002209762241598813,0.0005881278372311678,0.0019874465239971143,0.023448348428063676,0.028009507847030046,0.007191406638994662,0.816075407904159,0
0.062213546947880755,0.05322482531280581,0.0050558588714957955,0.0014748213287519311,0.0010255373778470063,0.013838490553893544,0.04071142785893384,0.018601033443270368,0.803854458305121,0
0.07616609207057393,0.06821877912039542,0.003995798009001437,-0.0007434644482584482,0.0033676177212017895,0.0279799671568565,0.01739940978581467,0.0026786941302964,0.8009371064541183,0
0.06921009937132427,0.07132998039215975,0.005860865579200378,-0.0004889230245794912,0.0013633284303034823,0.0207937939329278,0.033941451901205004,0.010165843544239255,0.7878235598732195,0
0.07314946258365443,0.06365385809432313,0.004327873314666944,-0.0002367981641308852,0.004634100239864974,0.042716532003202766,0.016979762655379833,0.002233017927971448,0.7925421913450673,0
0.08491685256540256,0.06635128007633048,0.0022088781433883702,3.466408273446559e-05,0.0014807599453124,0.0176858767385293,0.03425089287077644,0.012140331371572326,0.7809304642059536,0
0.07750963293449604,0.06691055680731775,-3.94891262683837e-05,-0.0008449877464467247,0.0013235607851431997,0.018638944158984472,0.032601304772996435,0.009944961201567988,0.7939555162122092,0
0.07995842628270128,0.06463678802178878,0.0027786159139517393,-0.00032540554008918455,0.0011789937004296712,0.019117673341208532,0.03648081504272704,0.011813445864522092,0.78436064737276,0
0.0665939971608193,0.06288330344623348,0.0035695884881160166,0.0003548472233276433,0.0008332491195006925,0.018081267733636552,0.045767920486383645,0.018034506857781494,0.7838813194842011,0
0.07145609409856013,0.052286173232406224,0.0014694240479679582,0.0012538479125877343,0.0005651684089799031,0.014716665478934311,0.05307823169135147,0.02426574032500029,0.780908654804212,0
0.06483978908943419,0.05557802985488218,0.007369217443860492,0.0014344118688875164,0.0003466802903256124,0.010666109944390429,0.0727661037981075,0.049924421043878744,0.7370752366662333,0
0.0832893936321233,0.0660213125024939,-0.0007633723645446251,-0.0003822540890172719,0.001216422071818592,0.014680142336201659,0.03606616357756071,0.014852013523396036,0.7850201788099677,0
0.09218718312715474,0.06817391385037026,-0.0072924499635229085,-0.00023117367435707907,0.002474951062009274,0.030598078835745893,0.024180980193645746,0.004821998088990427,0.7850865184799637,0
0.07860981545325492,0.06027679121600501,0.0027473793830192854,4.573700002841327e-05,0.0012037899969224745,0.023219480689768503,0.03590226162583625,0.010468829669470667,0.7875259149656946,0
0.06640640843642263,0.06198236321115324,0.00489076997373879,-0.0003711059110339339,0.001062497894257833,0.01563490093987692,0.042052660349594935,0.018065727564220008,0.7902757775417696,0
0.09593895761508822,0.06785688886712643,-0.0020304733547536306,-0.0005301840922841706,0.0015064919506422832,0.019297428302196266,0.03202525294527103,0.009676918579277204,0.7762587191874364,0
0.070112553234638,0.04417724686019763,0.004974838660971173,0.0033435905172386265,0.0021820740555552358,0.02680040906332,0.027165039876516018,0.006390309601226586,0.8148539381303367,0
0.07000608395862908,0.04724016881082295,0.0076833044939425155,0.002719861543596753,0.0006568679186589378,0.013576321137784642,0.052599722403380074,0.026521259499752977,0.7789964102334321,0
0.07712431555465422,0.05812465306163514,-0.001692210910653481,0.00025271708753476694,0.0013053144544268333,0.016625694468454518,0.03486616428045908,0.012454827487665318,0.8009385245158236,0
0.08985499898600689,0.06190233998102866,-0.0006132940057401759,-0.0003234927882825324,0.0013670712673304634,0.020689783086275393,0.03138727988063342,0.008718428185495893,0.787016885407252,0
0.07541066720746299,0.059913929664820835,0.0032831378177016757,-4.070700233822464e-05,0.0020178570757506125,0.02140343823941999,0.025462060009947024,0.006216539052692538,0.8063330779345426,0
0.07823463800446157,0.05764123273004707,0.0043826015405126015,0.0007707391970502492,0.0007602637949565642,0.014776270928917973,0.048176756953401886,0.02231285474319108,0.772944642107461,1
0.07909653214358142,0.0671229747450909,0.003106143087795959,-0.0005180108542769059,0.0011841401018313801,0.018732539010297033,0.03238145322753988,0.009552025355755481,0.7893422031823849,0
0.08125633745690529,0.06475977126960555,0.0021663502373929816,-0.0007080168287499017,0.0006423644249695526,0.014024950381369188,0.05091510113149703,0.023943261259017905,0.7629998806679924,0
0.07002636382072602,0.06084819151154545,0.007138690717569173,0.0005442419036208171,0.0011153654692923271,0.0156371938260966,0.036079329690803685,0.013512240378047692,0.7950983826822983,0
0.06897181099168526,0.05444201747897247,0.006333522662018638,0.0018942549380314146,0.0009010880426431117,0.01948979897279818,0.043826896132561854,0.015954539186440554,0.7881860715948485,0
0.0690073007503549,0.05700865200430135,0.006484973592821386,0.0011086297738889396,0.000671839267326417,0.013996197024194308,0.04815616627713572,0.021978572925217852,0.7815876683847591,0
0.081596025147029,0.06663583566678342,0.0004107534629814927,-0.0007885878780966293,0.002714024784591739,0.03382094711826013,0.023023545188146376,0.004224914405958557,0.7883625421043459,0
0.07368687892922328,0.06264026036054686,0.002013768601457019,-0.0003723094616677934,0.0013469535172612754,0.016293568410499566,0.03369421437885183,0.011931926060434835,0.7987647392033932,0
0.0869853984992902,0.06555100995071542,-0.0030337111027703115,-0.0007283528404309557,0.0006199074022481109,0.014956525066483081,0.04985474273646399,0.021874486883756906,0.7639199934042435,0
0.06821638612857432,0.057061810200867646,0.0072006726103193055,0.0016116693602415333,0.002396819336622991,0.027077499547898586,0.02374990087136812,0.004897906648154606,0.8077873352959528,0
0.06186371932670858,0.05652508514599111,0.005986957340794159,0.0013860085263346928,0.001507895515017011,0.020334234559301185,0.032911906894302644,0.010264732111393135,0.8092194605801575,0
0.077443723382681,0.06011778308467957,0.00341279131440643,0.0011852098903753962,0.0004435262014063561,0.010779009079424522,0.06791627253284377,0.046338479472873784,0.7323632050413091,0
0.08837963901845468,0.0657439370504449,-0.0010910152670521624,-0.0008851105060901462,0.00047534031753458216,0.010933362338071363,0.06780775416549441,0.045276043475190264,0.7233600494079522,0
0.07324072196309066,0.06973433310084103,0.0027071952341748396,-0.0007415740490766136,0.0016969087907548832,0.02225000028605719,0.026296630845485006,0.0060912814738433305,0.7987245023548297,0
0.07049280064895559,0.0667477359188213,0.00702576330442062,0.00012799168035318974,0.0012894073963627202,0.018283772273978767,0.03539550045520921,0.012069616181974186,0.7885674121399244,0
0.07395051713648347,0.0622873543630667,0.0036359528120434113,0.0005319113712683094,0.0006049360535806316,0.015231633791579359,0.05159288303234237,0.022757773721027198,0.7694070377186085,0
0.09213141350638816,0.06386851384529446,0.003794749081846675,-0.0006289583278180767,0.0015799451296049513,0.01834538065529215,0.029703896345949325,0.00897696509343427,0.7822280946700081,0
0.08858243763942406,0.0631875353773832,0.0006912315677686173,-0.0006870457826320547,0.0008702096359115194,0.014476321752016767,0.04818471041284683,0.02254543850081274,0.7621491608964683,0
0.05430440073007504,0.046036244950017326,0.008868737047502703,0.004890872001852399,0.002261141490338153,0.026175734055696825,0.02535724171357358,0.0056164952835797205,0.8264891327273642,0
0.018018657473129182,0.03627550841262987,0.08938087285572552,0.06868230126066925,0.040910613555135346,0.07012493172067913,0.0045896486932010105,0.00011365653442021888,0.6719038094944105,1
0.08816670046643683,0.06572414049177933,0.0010187836036801134,-0.0006719997587787252,0.011624316461796022,0.059620835194610616,0.009883182318287118,0.0006934755360503579,0.7639405656861383,0
0.07274386534171567,0.06176871327963592,0.006483739938592145,0.0006427091824410801,0.001233264839279339,0.019633873970609186,0.03445495811528732,0.010578035849020985,0.7924608394834184,0
0.08233117014804299,0.06723261921450788,0.0021119458690180767,-0.001080571622313993,0.0006433001343661864,0.015777369633917997,0.04788129441616917,0.019549578032748267,0.7655532941735435,0
0.07627763131210707,0.060403790844922874,0.0026819937725714466,-0.0002765235250147397,0.0005932396875215939,0.016143639340391126,0.05130441672672757,0.02185956535771939,0.7710122464830537,0
0.09285641857635368,0.06317387778093018,-0.002440683786812719,-0.0002814409794966273,0.001993996489213997,0.02405058776229838,0.026553091169285906,0.006209949541160565,0.7878842034470666,0
0.06573717298722369,0.049901790109506176,0.006042081640283557,0.0028486277851668424,0.002756131702404275,0.029738222744349254,0.022025481736112025,0.004105392553557038,0.8168450987413971,0
0.07780876090042588,0.06811360936624915,0.0022209878909599055,-0.0009699248794966986,0.0022616093447566923,0.027768709763559263,0.0238177587592644,0.004712372309609049,0.7942661165446724,0
0.0799026566619347,0.06369179181139475,-0.0013490796992612865,0.00016139920710813298,0.0007167533133288545,0.01207568785461342,0.05297031353661124,0.030296885929056654,0.7615335913852135,0
0.06622388967755019,0.061742057564543096,0.007005160550744222,0.0005000757050253581,0.0013291750409634487,0.015735858544026596,0.033032500826402834,0.01217707185792683,0.8022542102328174,0
0.07751470290002029,0.06725000389701098,0.0001987458632441538,-0.0006955707870335909,0.0016407662331119478,0.020256460896308233,0.0300011794689859,0.008537621683678128,0.7952960898446739,0
0.08340093287365646,0.06953135471594081,-0.00019444706465332584,-0.001208265330688183,0.0016178413559719662,0.02005670639140321,0.03225892307506671,0.009874269232986272,0.7846626847503161,0
0.08316771445954167,0.059345791540808865,-0.0027763892486179598,-1.0682408972347977e-05,0.002346758889778398,0.025146548432212902,0.02334895985817706,0.004878946165047909,0.8045523523120235,0
0.07503041979314541,0.050985548998664615,0.0017148218997504675,0.0009420191728964279,0.00651300448840097,0.045141629620061116,0.013174237874290772,0.0013312937348506665,0.8051670244179395,0
0.08873960657067533,0.056174993780177915,-0.003437707319202484,0.0016667823190765004,0.0011780579915925914,0.016379799062872305,0.036666245127899635,0.013475551885779237,0.789156670581129,0
0.08778138308659501,0.0609238168393541,0.0002466214682425319,-0.0002914249983456304,0.004778199470159963,0.03517517950558736,0.014775647092315387,0.00181283179064634,0.7947977457454449,0
0.07395558710200771,0.06611655306230763,0.0019824100217843313,-0.0008397366380161825,0.002466061823580584,0.029710367473442367,0.02428197427980349,0.004975406746922378,0.7973513761281676,0
0.06995538430338674,0.057806286648332,0.010150535856780036,0.0017526730581868038,0.0009562948903298592,0.017162053950321197,0.04169188747866208,0.015775111016987472,0.7847497727970139,0
0.08079497059419996,0.0725782680115883,-0.00023001738695541078,-0.0010112900453097624,0.002676596413202818,0.031070466123260917,0.022041387229112457,0.003969150350815413,0.7881104687100853,0
0.07741837355505983,0.058785537501007956,0.0031388032935054954,0.00023562331692508434,0.0020973923649520694,0.02129726281426991,0.0232147916284506,0.005336956458201044,0.8084752590676281,0
0.09629385520178463,0.06479211586349032,-0.0017534464456929995,-0.0009218495412473343,0.000787867219079715,0.013656541346707329,0.04528152809249833,0.021109125645811782,0.7607542626175683,0
0.07105556682214562,0.06743618581960213,0.003916678685532153,-0.0005855641831570815,0.002312605500997919,0.029252067542294747,0.02439769993212584,0.0049150682366397025,0.797299691643819,0
0.07276414520381261,0.05860108289550142,0.011178575600362143,0.0011241548795786658,0.0006564000642403978,0.012483018043115636,0.0529487919789021,0.028678712276169454,0.7615651190583176,0
0.0835682417359562,0.05796618837880124,0.0013347933357886015,-5.8304059420818136e-05,0.0014924563113714378,0.01800054224739071,0.03169047289932202,0.010009152435843334,0.7959964567149473,0
0.09102616102210505,0.061927715387408405,0.0005038957049526351,0.00021854197259804374,0.0012954895066015092,0.02245207752564553,0.035005229492322154,0.010379609054170631,0.777191280334196,0
0.056793753802474145,0.06550415409890853,0.0165838338518866,0.0013634762673954898,0.008772742415483502,0.05751186133432153,0.011367986757991222,0.0008858143945829989,0.781216377076956,0
0.08575339687690124,0.05327025669557326,0.0022180948602615667,0.001609231198773686,0.0010428479997262928,0.014987449859845804,0.037123743427923094,0.014697797059566633,0.7892971820214284,0
0.06754208071385115,0.05725005059675659,0.008241510757500941,0.0013653365516557133,0.0008037742771438281,0.017415124239663377,0.04306300563540556,0.015846678084660323,0.7884724391433625,0
0.07956296897181099,0.06807750785960354,-0.0008049543192238775,-0.0006969896923040573,0.001475145689492151,0.0171396544520957,0.034450402814628335,0.012357487684116547,0.7884387765397807,0
0.07416345568850131,0.05220492533550634,0.006379267688538886,0.0011324916450708433,0.0013497606454511769,0.023078830006673785,0.03328906068018369,0.00927482341160605,0.7991273848984679,0
0.07296694382478199,0.0484613479742882,0.007775296993097775,0.0019728610396779166,0.0015738630193661625,0.020490465360875572,0.028445294884522177,0.00748314434643844,0.8108307825569517,0
0.015331575745284933,0.03789859315220164,0.08810989985800208,0.06605417500679538,0.08201304753378286,0.09308678797086507,-0.0009948713017051975,-0.00011774218016355599,0.6186185342149368,1
0.061382072601906305,0.045277659519263457,0.01839186813406966,0.006768321418650598,0.0033970925635586537,0.03362233971173023,0.019248663940629088,0.0030119676555273485,0.8089000144546646,1
0.08906408436422632,0.05878625825202168,0.0007010503958910679,-0.0008055195600552697,0.03329113284090673,0.08784549325517545,0.002604774959466892,-0.00012417728804669178,0.7286369027804138,0
0.0801662948691949,0.06751034180543267,0.0011165104883090371,-0.00013142307257357584,0.00043744409116756725,0.011942586098781363,0.06195127678426276,0.03564867626957007,0.7413582926658553,0
0.04544210099371324,0.04464601115346557,0.017932555150119482,0.008345418683688077,0.0016805338782722304,0.02211563679431763,0.028787174216983638,0.007552488275455343,0.8234980808539848,0
0.08395862908132225,0.05639920531581622,0.0007711034915735083,0.0009293651442094666,0.0020169213663539785,0.023875424595412052,0.02598949196721898,0.005967316294379733,0.8000925427437138,0
0.06303995132833097,0.06045178831187044,0.00968486843824158,0.0013597255931308936,0.002346291035359858,0.02989959762698378,0.02506903908170178,0.0052086998375887785,0.802940038746792,0
0.06617319002230784,0.05861110269621887,0.006812892766338197,0.0005401144413393105,0.000978284058632761,0.018626054661456667,0.039122906651421124,0.013406095364482097,0.7957293593378032,0
0.08012573514500101,0.05754655163935106,0.0053562757965851405,0.0011883250860140714,0.018420373007706596,0.07354132321765089,0.005810457410317577,9.145288881522424e-05,0.7579195058085584,1
0.0671821131616305,0.0578637416375752,0.005213030246426072,0.0009554800454382659,0.006316973391908566,0.0441925068175563,0.012699605833109001,0.0012073857814173812,0.8043691630849387,0
0.07004157371729872,0.06400905078942394,0.0049630968719953355,0.0005095567696255506,0.0011317403817749801,0.022376807879867146,0.03789916908134148,0.011860984254707118,0.7872080202539657,0
0.07377306834313527,0.054154006507733436,0.0005575482010400099,0.0006069554927616552,0.0015270775551300114,0.020024658303871595,0.027534536683009862,0.007043456775505187,0.814778692137813,0
0.06274082336240114,0.05238912681258869,0.009087872330846595,0.0015055161778156966,0.0011439046022525578,0.019519023330143045,0.034201801009195586,0.010208603946598234,0.8092033284281585,0
0.08443520584060028,0.06251978645402893,0.0012487475178278979,-0.00031533780627341306,0.0009534877626995118,0.01342722453703397,0.043372814466364276,0.020863239808957414,0.7734948314187612,0
0.07710910565808153,0.057069003828993124,0.0035088928549412133,0.0005899535371461116,0.001856447224135891,0.021455623035969963,0.026486849993951872,0.0066266486343367695,0.8052974752324435,0
0.05367065503954573,0.048096646101128744,0.013752728382471043,0.004671224425994297,0.0009183986645223984,0.01486606160370769,0.0401480818391034,0.01627251797221029,0.8076036859713164,0
0.08140336645710809,0.06988057717158463,-0.004740752290770804,-0.0006631297222119765,0.0027388210805249884,0.03470980904732574,0.023457354795612353,0.00438496631174072,0.7888289871490862,0
0.09136584871222876,0.05009903041482893,0.0008536113211828259,0.0016172754675602935,0.001401224656110943,0.01878403041189779,0.0308243032204599,0.008995676378563284,0.7960589994171673,0
0.02281484485905496,0.03826438456713951,0.06511344160221408,0.04494513122073928,0.01908145162004927,0.07069792231718118,0.006840000028674131,0.0002699549582684298,0.7319728688266791,1
0.09129486919488948,0.05641227669148986,0.00020174298932697904,0.00070835508611316,0.002764553086414426,0.028893188595600965,0.020279491267299783,0.003442999270117221,0.7960025238187481,0
0.07908132224700871,0.061217631440599884,0.0038249437914727276,-0.00045743413421940544,0.0029208165371869916,0.03150305827991112,0.022273011497044626,0.00422921515860362,0.7954074351823918,0
0.08760900425877104,0.060447083170389854,-0.0015543875062857722,-2.1663551652986457e-05,0.0022405558858504242,0.029355916617504748,0.02573208033990845,0.005434541033828006,0.7907568697516862,0
0.07800141959034679,0.06376620515226016,0.001826589237996612,-0.00012372964161421886,0.0035828308566880846,0.0360026189453232,0.018444399325328865,0.0026702856779772352,0.7958293808556933,0
0.07416852565402555,0.0559788689710603,0.003458091658456075,0.0016734116601043825,0.0005441149500736352,0.014205246534996474,0.05462177086329237,0.026108836206468596,0.7692411335015227,0
0.07016832285540459,0.05872435002223335,0.0066428547836450145,0.00043097390714663084,0.0011279975447479988,0.019202180939613296,0.03539298174089419,0.011114692944586066,0.7971956452617288,0
0.061052524842831066,0.05457873039075093,0.005143399914320031,0.0014838301689148335,0.002928770065659494,0.030821538296795382,0.02042060451605066,0.003455930697847192,0.8201146711068305,0
0.09148752788481038,0.07269064981884558,-0.003083445894708694,-0.0009297406510527749,0.0072826253762047636,0.04771400300230444,0.012187015467107121,0.0011222209126373602,0.7715291440838519,0
0.05256033258973839,0.04339150422825775,0.011116135393602964,0.007344233164636562,0.0014905848931377242,0.01963698987003067,0.029397940887179206,0.008011111725188485,0.8270511672482282,0
0.06354187791523018,0.05318806341722132,0.005736612123508164,0.001090474802412609,0.000856173996640674,0.01819110151618753,0.04254829109580879,0.015426338077795991,0.7994210670551947,0
0.08120563780166296,0.05388824363059763,0.004132392731553361,0.0016163601497834698,0.0013811069066013088,0.023204220679679734,0.032121927378908656,0.008538200070131436,0.7939119106510815,0
0.05453761914418982,0.049281711951278395,0.010347679936805021,0.002911196296998961,0.0010035482095441042,0.015245740308807605,0.041378052717556284,0.016992833628881824,0.808301617805938,0
0.09338369499087407,0.06095365825469272,-0.003126545922568758,-0.00018486897492565773,0.002140902847139333,0.029665957128390926,0.026032733697459103,0.005534131513796745,0.7856003364651415,0
0.05316872845264652,0.04368050306218263,0.012846894343189457,0.007135401522471203,0.0018742257004337177,0.022741626185024903,0.03005397808585193,0.008371605595479528,0.82012703705272,0
0.05903467856418576,0.05265281943506576,0.011299695211837086,0.0022238607360253824,0.0010620300398392932,0.016712254018811153,0.037705392186657694,0.013513307831117836,0.8057959619764601,0
0.07630298113972825,0.05111481881105057,0.006978846290892208,0.0012953698918470675,0.000629732349513881,0.015096794464263895,0.05219595046036599,0.024382134649163136,0.772003371943175,0
0.05962279456499696,0.060767039029749205,0.010856375771155556,0.0013366735594917529,0.0008978130600346703,0.01410791784650044,0.041730401947421183,0.018282228104764965,0.7923987561158853,0
0.07886838369499087,0.05738021660246357,0.001590402232231537,0.0009299089785420298,0.0015621666533071248,0.0212953563764027,0.030542112941998194,0.008695804205803424,0.7991356483142605,0
0.07035084161427703,0.059874885563971365,0.0005482193337823369,-0.0005989646533194238,0.0009609734367534743,0.01565065098672206,0.03971823953384198,0.015088685775205713,0.7984064684087655,0
0.05617521800851754,0.04893788862381266,0.008994270876424099,0.004756862480226284,0.003351710663137676,0.03349521387364616,0.019274166447824963,0.0030378526614755013,0.8219768163649351,0
0.07295173392820929,0.057743742465488766,0.004675385687024866,0.0012488119550541576,0.0009796876224479347,0.019124355510662584,0.041890539105816395,0.015051222535370896,0.7863345211899251,0
0.011757250050699655,0.037074803697063285,0.09986194847183642,0.08186586893413177,0.02803806090595206,0.07492825863016515,0.00527080906542445,0.0001401323105241445,0.6610628679342031,1
0.058248833907929426,0.058911261591967905,0.009996720365239832,0.001410419095903665,0.0011570045326863233,0.015230175713336661,0.0352655115762698,0.013575223457210718,0.8062048497594556,0
0.08202697221658893,0.07645641101449899,0.0007447304147311825,-0.001495730678468235,0.03723701889816486,0.09639490227927533,0.0027167982897898534,-0.00010885771191107902,0.7060277552773302,0
0.10544007300750355,0.0548939997993602,-0.007682409382068625,0.001116135178856041,0.0019799608493835975,0.028260648325748476,0.027271670337259853,0.006095165864480412,0.7826247560194766,0
0.08579395660109511,0.06247837542588279,0.001068585623887643,-0.00034671601461435563,0.0011668294799520933,0.014778732896177328,0.03833206076341597,0.015919322502541616,0.7808088527216619,0
0.06456601095112553,0.052206377226897194,0.005256147886853422,0.0016049911639160021,0.002711685511379931,0.03329544978831072,0.02344271729110542,0.004446195116317958,0.8124704250640937,0
0.06984891502737782,0.05616644664957814,0.0038989960397463673,0.0007894229151127147,0.001639830524274868,0.01886765291636355,0.028956080848927538,0.008384203173737987,0.811448451904881,0
0.08093185966335428,0.06092867685954205,-0.003850917061488626,0.00028816017521290823,0.0009474056524607229,0.013390659909229977,0.04805639769592719,0.024410891828785506,0.774896865276976,0
0.08697525856824173,0.0656797222301257,-0.0033220937339514893,3.918650073533278e-05,0.0015266097007114717,0.01766067472715517,0.0304827081140924,0.00947122758613141,0.7914867063067583,0
0.08554045832488338,0.06846935877178165,-0.0023057526386241196,-0.0005718335409749132,0.0010826156443270213,0.01588021137431974,0.03667075043195209,0.013393835203072992,0.7818403564292622,0
0.06820624619752585,0.06646859742596917,0.005718678579963075,-0.00017656700486037017,0.001957035972243616,0.02553250077145512,0.027343473031602002,0.006423458784479427,0.798526576241622,0
0.07617116203609815,0.07406832564637757,0.0034196343776864133,-0.0005909767818681871,0.0009801554774260287,0.019026659286126017,0.041391546445189685,0.014653980833012632,0.7708795126799517,0
0.08800953153518556,0.06417125369428818,0.0018382553254629279,-0.0004607823823111179,0.0008281027180989833,0.018110921741652186,0.04176000746603253,0.014618234395077926,0.7711244755065128,0
0.029116812005678363,0.05782273511125773,0.044747684490061064,0.01617192133274621,0.09854843416033252,0.06748974922867276,-0.006461293543258454,0.0003086598824741212,0.6922552973320357,1
0.017471101196511865,0.04367203177013938,0.07295720875957318,0.04450591594597552,0.10274696173789516,0.09030551592440796,-0.0048011489053853785,3.638873397785865e-05,0.6331060248369045,1
0.07796592983167715,0.06352948168475686,-0.0007607365981536598,-0.0008639959208060991,0.0020127106749084577,0.02670078814386957,0.02571043280088404,0.0055306817019894336,0.8001747076808743,0
0.08452139525451227,0.06379105594007863,-2.9888154914893954e-05,-0.0005032313200392269,0.002310734082204651,0.02870074056980203,0.024580592751944318,0.005020812458085619,0.7916077884183266,0
0.08662036098154532,0.05880098731959421,-0.0035063635229828087,0.0004121482376187754,0.0011663616255335536,0.014183682918027308,0.037931827740535044,0.016696130972156487,0.7876948637279721,0
0.06592476171162036,0.055167164053926084,0.0038104261410676367,0.001606787595071269,0.001512106206462532,0.024264005102045565,0.03124722413520534,0.008113664665291918,0.8083538603893092,0
0.0784019468667613,0.05715012714211378,0.006990459230848975,0.0005780766779105599,0.0013764283601776937,0.021619532213594438,0.032835682773674955,0.00945800187019516,0.7915897448647231,0
0.09486412492395052,0.05652825544568237,-0.00356312204255672,0.00047630753572364294,0.000967991256388897,0.013226003909939955,0.04374754122189919,0.021722298220769428,0.7720305995282027,0
0.0856012979111742,0.06804388733547065,0.0033962356405711717,-0.0003466044368749866,0.0015107026426473583,0.01664230126336612,0.03017166775253482,0.0102363186930741,0.7847441931980366,0
0.060484688704116815,0.049888751673555984,0.009414610223124485,0.0030461974194604838,0.0009352414314235911,0.01723549515739701,0.04310672460071686,0.017150068394536318,0.7987382223956685,0
0.06970188602717502,0.07403511731802337,0.00155356569491179,-0.0016520535894292573,0.010328826955754067,0.06084607259961959,0.010112263758448647,0.0006676937312261519,0.7744066275042706,0
0.06801358750760494,0.060478960192303165,0.0050915633869996375,0.00015314999643254457,0.0004271512889237032,0.011390719063416833,0.06692710094561663,0.04211800369204946,0.7453997639266531,0
0.06149361184343947,0.05001983018426417,0.012171816163968134,0.002638273791222387,0.0012735003382986073,0.017687975090042173,0.03615735632752431,0.012808072254108752,0.805749564007132,0
0.06753194078280268,0.04742776071302467,0.005906508849384213,0.0025729069980107797,0.0009530199082809719,0.015374890803655002,0.04237385411176055,0.01742225149460579,0.8004368663384753,0
0.08349726221861692,0.06985291651019986,-0.00011364244930151346,-0.0015340515812412505,0.0020024178726645936,0.02225023731132863,0.025832254590289167,0.006218615342165373,0.7919939901852782,0
0.06452038126140743,0.06125846514409632,0.010357365609581483,0.001563174749671266,0.001189286502673535,0.012966436450610831,0.04176809613164616,0.02179166140669975,0.7845851327436133,0
