laufkont,laufzeit,moral,verw,hoehe,sparkont,beszeit,rate,famges,buerge,wohnzeit,verm,alter,weitkred,wohn,bishkred,beruf,pers,telef,gastarb,Adjusted_p,kredit
0.05,0.014705882352941176,0.05,0.005,0.009953780125453945,0.0,0.05,0.05,0.016666666666666666,0.0,0.016666666666666666,0.03333333333333333,0.019642857142857142,0.05,0.0,0.016666666666666666,0.05,0.05,0.05,0.05,0.41736414704541436,1
0.05,0.0058823529411764705,0.05,0.025,0.002052382524485529,0.05,0.0375,0.05,0.016666666666666666,0.0,0.05,0.0,0.0035714285714285713,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.4343271692962427,1
0.0,0.014705882352941176,0.025,0.05,0.004140530428084077,0.0,0.05,0.05,0.016666666666666666,0.05,0.05,0.0,0.03482142857142857,0.05,0.025,0.0,0.016666666666666666,0.05,0.05,0.05,0.41299882531421284,1
0.05,0.010294117647058823,0.05,0.0,0.0021404203807637284,0.0,0.025,0.05,0.016666666666666666,0.0,0.03333333333333333,0.0,0.015178571428571427,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.522386890543606,1
0.016666666666666666,0.014705882352941176,0.05,0.045,0.0070842962473863765,0.05,0.0375,0.05,0.03333333333333333,0.0,0.03333333333333333,0.05,0.013392857142857142,0.05,0.025,0.016666666666666666,0.03333333333333333,0.0,0.05,0.05,0.37398363092348186,1
0.016666666666666666,0.010294117647058823,0.025,0.03,0.002720919995598107,0.05,0.025,0.05,0.03333333333333333,0.0,0.05,0.05,0.0375,0.05,0.05,0.0,0.03333333333333333,0.05,0.0,0.05,0.3861516290240097,1
0.0,0.010294117647058823,0.025,0.0,0.002657642786398151,0.0,0.0125,0.05,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.0035714285714285713,0.05,0.0,0.0,0.03333333333333333,0.05,0.05,0.05,0.5793101443284479,0
0.05,0.014705882352941176,0.025,0.045,0.0027731924727632884,0.0,0.0375,0.05,0.03333333333333333,0.0,0.0,0.0,0.005357142857142857,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.4779971156504861,1
0.05,0.010294117647058823,0.05,0.03,0.004440409376031693,0.0125,0.025,0.05,0.016666666666666666,0.0,0.016666666666666666,0.0,0.009821428571428571,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.4996107110721476,0
0.05,0.014705882352941176,0.025,0.0,0.003367448002641136,0.0125,0.0125,0.05,0.05,0.0,0.03333333333333333,0.0,0.0125,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.477760002977751,1
0.0,0.014705882352941176,0.05,0.045,0.003114339165841312,0.0125,0.0375,0.05,0.03333333333333333,0.0,0.0,0.0,0.00625,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.47259644514788424,1
0.05,0.0058823529411764705,0.025,0.0,0.001072961373390558,0.0,0.025,0.05,0.0,0.0,0.016666666666666666,0.0,0.026785714285714284,0.05,0.025,0.0,0.016666666666666666,0.05,0.0,0.05,0.6079256380663853,1
0.03333333333333333,0.023529411764705882,0.025,0.015,0.010094090458897326,0.0,0.025,0.016666666666666666,0.03333333333333333,0.0,0.016666666666666666,0.0,0.0035714285714285713,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.539471735871635,1
0.05,0.003676470588235294,0.05,0.0,0.002679652250467701,0.0,0.025,0.03333333333333333,0.03333333333333333,0.0,0.0,0.0,0.009821428571428571,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.5671557819232018,1
0.05,0.0058823529411764705,0.05,0.015,0.005725211841091669,0.05,0.05,0.0,0.03333333333333333,0.025,0.05,0.0,0.026785714285714284,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.3799400542653508,1
0.05,0.014705882352941176,0.025,0.005,0.016680422581710135,0.05,0.05,0.03333333333333333,0.03333333333333333,0.0,0.05,0.03333333333333333,0.019642857142857142,0.05,0.025,0.0,0.05,0.0,0.05,0.05,0.39397083792249143,1
0.0,0.0058823529411764705,0.05,0.015,0.00037140970617365466,0.0,0.0375,0.05,0.016666666666666666,0.0,0.03333333333333333,0.0,0.03482142857142857,0.05,0.025,0.05,0.016666666666666666,0.05,0.05,0.05,0.4647581421145547,1
0.05,0.0058823529411764705,0.05,0.015,0.003865412127214702,0.0,0.05,0.016666666666666666,0.03333333333333333,0.0,0.05,0.0,0.039285714285714285,0.05,0.025,0.016666666666666666,0.016666666666666666,0.05,0.05,0.05,0.42763318731256117,1
0.0,0.008088235294117648,0.025,0.015,0.002209199955981072,0.0,0.0125,0.05,0.05,0.0,0.016666666666666666,0.0,0.007142857142857143,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.0,0.6550597076070441,1
0.05,0.0125,0.025,0.015,0.008005942555298778,0.05,0.05,0.05,0.03333333333333333,0.0,0.03333333333333333,0.016666666666666666,0.019642857142857142,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.37818453363517734,1
0.05,0.023529411764705882,0.025,0.0,0.007783096731594585,0.05,0.025,0.05,0.03333333333333333,0.0,0.05,0.0,0.015178571428571427,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.4618422534084614,1
0.05,0.0058823529411764705,0.05,0.0,0.002511830086937383,0.025,0.025,0.05,0.03333333333333333,0.0,0.05,0.0,0.022321428571428572,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.42761772173379087,1
0.05,0.014705882352941176,0.025,0.005,0.00668262352811709,0.0,0.0125,0.05,0.016666666666666666,0.0,0.0,0.05,0.008928571428571428,0.05,0.025,0.0,0.05,0.05,0.05,0.05,0.48551625602370363,1
0.05,0.03235294117647059,0.05,0.015,0.009155937052932762,0.05,0.05,0.05,0.03333333333333333,0.0,0.0,0.0,0.025,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.3768244551039298,1
0.05,0.023529411764705882,0.0375,0.0,0.02923131946737097,0.0,0.05,0.016666666666666666,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.023214285714285715,0.05,0.025,0.016666666666666666,0.03333333333333333,0.0,0.05,0.05,0.4615249830536374,1
0.0,0.0058823529411764705,0.0375,0.0,0.00300979421151095,0.0,0.025,0.05,0.03333333333333333,0.0,0.016666666666666666,0.0,0.02142857142857143,0.05,0.025,0.016666666666666666,0.016666666666666666,0.0,0.0,0.05,0.6488459480854079,1
0.05,0.0014705882352941176,0.05,0.015,0.0027154176295807195,0.0125,0.025,0.0,0.016666666666666666,0.0,0.0,0.016666666666666666,0.007142857142857143,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.5778378036589347,1
0.05,0.0058823529411764705,0.025,0.015,0.0077775943655771975,0.0,0.025,0.016666666666666666,0.03333333333333333,0.0,0.05,0.03333333333333333,0.029464285714285714,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.450209100312294,1
0.05,0.014705882352941176,0.025,0.015,0.005595906239683064,0.0,0.0375,0.05,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.008035714285714287,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.45249583045499475,1
0.016666666666666666,0.0058823529411764705,0.025,0.015,0.0036233080224496532,0.0,0.025,0.0,0.016666666666666666,0.0,0.0,0.03333333333333333,0.0026785714285714286,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.5978157676078024,1
0.05,0.014705882352941176,0.0375,0.0,0.004902608121492242,0.0,0.05,0.05,0.03333333333333333,0.0,0.05,0.05,0.03660714285714285,0.05,0.05,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.32295103333509034,1
0.016666666666666666,0.0125,0.05,0.01,0.006864201606690877,0.0375,0.0375,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.011607142857142858,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.4256953222028329,1
0.05,0.019117647058823527,0.025,0.015,0.004448662925057774,0.05,0.05,0.05,0.03333333333333333,0.0,0.05,0.03333333333333333,0.03482142857142857,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.32661226144469,1
0.05,0.023529411764705882,0.025,0.015,0.00563717398481347,0.025,0.05,0.05,0.03333333333333333,0.0,0.05,0.03333333333333333,0.017857142857142856,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.4129762713933377,1
0.05,0.014705882352941176,0.025,0.01,0.0018680532629030485,0.05,0.0375,0.05,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.010714285714285714,0.025,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.4335451120032032,1
0.03333333333333333,0.0058823529411764705,0.025,0.015,0.008663475294376582,0.05,0.05,0.016666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.016071428571428573,0.05,0.025,0.0,0.05,0.05,0.0,0.05,0.4543827431930184,1
0.016666666666666666,0.003676470588235294,0.025,0.01,0.004897105755474854,0.05,0.0375,0.016666666666666666,0.03333333333333333,0.0,0.0,0.03333333333333333,0.004464285714285714,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.5061288046086708,1
0.05,0.0125,0.05,0.005,0.008322328601298558,0.0,0.05,0.0,0.03333333333333333,0.0,0.05,0.03333333333333333,0.015178571428571427,0.05,0.025,0.0,0.05,0.05,0.05,0.05,0.41733243330346326,1
0.05,0.014705882352941176,0.05,0.0,0.004649499284692418,0.0375,0.05,0.05,0.03333333333333333,0.0,0.05,0.0,0.03660714285714285,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.3648708088385568,1
0.0,0.0125,0.05,0.0,0.0037195994277539344,0.0,0.05,0.05,0.05,0.0,0.03333333333333333,0.03333333333333333,0.009821428571428571,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.43229230533415075,1
0.05,0.008088235294117648,0.025,0.015,0.004756795422031473,0.05,0.05,0.05,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.014285714285714285,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.44120258833146986,1
0.05,0.014705882352941176,0.05,0.0,0.004875096291405304,0.0,0.025,0.05,0.016666666666666666,0.0,0.05,0.03333333333333333,0.016071428571428573,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.43101425945089156,1
0.05,0.023529411764705882,0.05,0.015,0.008506657862881038,0.05,0.05,0.05,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.02857142857142857,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.33272583513431764,1
0.016666666666666666,0.010294117647058823,0.025,0.0,0.015450643776824036,0.0125,0.025,0.016666666666666666,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.009821428571428571,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.5102671433380219,1
0.03333333333333333,0.008088235294117648,0.05,0.005,0.0058049961483437875,0.025,0.025,0.016666666666666666,0.03333333333333333,0.0,0.016666666666666666,0.03333333333333333,0.015178571428571427,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.47426153046230046,1
0.05,0.008088235294117648,0.05,0.01,0.0034940024210410475,0.05,0.05,0.05,0.03333333333333333,0.0,0.05,0.016666666666666666,0.039285714285714285,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.3807987146657936,1
0.0,0.0058823529411764705,0.025,0.0,0.009356773412567404,0.0375,0.025,0.0,0.03333333333333333,0.0,0.03333333333333333,0.016666666666666666,0.010714285714285714,0.05,0.025,0.0,0.03333333333333333,0.0,0.0,0.05,0.6448799212653038,1
0.05,0.014705882352941176,0.05,0.005,0.005766479586222076,0.0,0.0375,0.05,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.014285714285714285,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.3977419237751223,1
0.05,0.023529411764705882,0.0375,0.015,0.011565973368548475,0.0,0.025,0.05,0.016666666666666666,0.0,0.05,0.0,0.013392857142857142,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.4823450910572218,1
0.0,0.0014705882352941176,0.05,0.0,0.0011444921316165952,0.0375,0.0375,0.03333333333333333,0.016666666666666666,0.0,0.05,0.0,0.017857142857142856,0.05,0.025,0.016666666666666666,0.016666666666666666,0.05,0.05,0.05,0.4961944434426131,1
0.016666666666666666,0.014705882352941176,0.0375,0.0,0.004718278859909762,0.05,0.025,0.05,0.016666666666666666,0.0,0.05,0.03333333333333333,0.020535714285714286,0.05,0.0,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.43087345783476816,1
0.016666666666666666,0.0058823529411764705,0.05,0.0,0.0048008143501705736,0.0125,0.0125,0.05,0.03333333333333333,0.0,0.0,0.03333333333333333,0.007142857142857143,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.5655073088991291,1
0.016666666666666666,0.019117647058823527,0.025,0.015,0.007540992626829536,0.05,0.05,0.016666666666666666,0.016666666666666666,0.0,0.05,0.03333333333333333,0.005357142857142857,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.4863175507905375,1
0.016666666666666666,0.019117647058823527,0.0,0.045,0.010924947727522834,0.0,0.025,0.016666666666666666,0.016666666666666666,0.0,0.0,0.03333333333333333,0.008035714285714287,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.0,0.05,0.583588357594606,1
0.0,0.003676470588235294,0.025,0.015,0.0030648178716848246,0.0,0.0375,0.03333333333333333,0.03333333333333333,0.0,0.05,0.0,0.03571428571428571,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.5550444258257943,1
0.016666666666666666,0.010294117647058823,0.05,0.01,0.016812479366127432,0.0,0.05,0.016666666666666666,0.03333333333333333,0.0,0.0,0.05,0.019642857142857142,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.46825054584395664,1
0.05,0.016911764705882355,0.05,0.01,0.011764058545174424,0.0375,0.0125,0.05,0.03333333333333333,0.0,0.016666666666666666,0.0,0.011607142857142858,0.025,0.025,0.016666666666666666,0.016666666666666666,0.0,0.05,0.05,0.516383700558467,1
0.016666666666666666,0.0058823529411764705,0.05,0.015,0.009142181137889293,0.0,0.025,0.0,0.016666666666666666,0.0,0.0,0.0,0.0035714285714285713,0.05,0.025,0.0,0.016666666666666666,0.05,0.0,0.05,0.6664040373495057,1
0.016666666666666666,0.023529411764705882,0.0375,0.045,0.011568724551557169,0.0,0.025,0.016666666666666666,0.0,0.0,0.016666666666666666,0.0,0.009821428571428571,0.025,0.025,0.016666666666666666,0.05,0.05,0.05,0.05,0.5309137684456418,0
0.0,0.003676470588235294,0.025,0.01,0.005188731154396391,0.0,0.025,0.03333333333333333,0.03333333333333333,0.0,0.016666666666666666,0.0,0.005357142857142857,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.6341109887335588,1
0.016666666666666666,0.027941176470588237,0.05,0.045,0.015692747881589083,0.0,0.0375,0.016666666666666666,0.016666666666666666,0.0,0.0,0.0,0.019642857142857142,0.0,0.025,0.016666666666666666,0.016666666666666666,0.05,0.0,0.05,0.5958898851716322,1
0.05,0.014705882352941176,0.05,0.01,0.009703422471662814,0.0375,0.025,0.05,0.03333333333333333,0.0,0.05,0.0,0.01875,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.39267402850872923,1
0.0,0.008088235294117648,0.025,0.045,0.0015296577528337186,0.0,0.025,0.05,0.016666666666666666,0.0,0.05,0.016666666666666666,0.0026785714285714286,0.05,0.025,0.0,0.016666666666666666,0.05,0.0,0.05,0.5677035355244773,1
0.016666666666666666,0.014705882352941176,0.0375,0.045,0.012275778584791461,0.05,0.025,0.05,0.03333333333333333,0.0,0.016666666666666666,0.016666666666666666,0.013392857142857142,0.0,0.025,0.016666666666666666,0.05,0.05,0.05,0.05,0.42712548191941013,1
0.016666666666666666,0.023529411764705882,0.0375,0.0,0.019758996368438426,0.0,0.025,0.016666666666666666,0.016666666666666666,0.0,0.016666666666666666,0.016666666666666666,0.03125,0.05,0.0,0.0,0.03333333333333333,0.05,0.0,0.05,0.596294925200189,1
0.05,0.014705882352941176,0.05,0.015,0.004404643996918675,0.0,0.0375,0.05,0.05,0.05,0.016666666666666666,0.03333333333333333,0.0125,0.05,0.025,0.016666666666666666,0.03333333333333333,0.05,0.05,0.05,0.34088947365014,1
0.05,0.014705882352941176,0.025,0.0,0.0031446021789369428,0.0,0.025,0.016666666666666666,0.03333333333333333,0.05,0.016666666666666666,0.0,0.010714285714285714,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.49643522975383614,1
0.05,0.0058823529411764705,0.05,0.045,0.0031968746561021237,0.0,0.025,0.05,0.016666666666666666,0.05,0.016666666666666666,0.0,0.008928571428571428,0.05,0.025,0.016666666666666666,0.05,0.05,0.05,0.05,0.3869922009741499,1
0.05,0.010294117647058823,0.025,0.015,0.003364696819632442,0.0,0.0125,0.03333333333333333,0.05,0.0,0.05,0.0,0.017857142857142856,0.05,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.4743173760094992,1
0.05,0.014705882352941176,0.025,0.015,0.0035297678001540663,0.0,0.0125,0.05,0.016666666666666666,0.0,0.03333333333333333,0.03333333333333333,0.016964285714285716,0.025,0.025,0.0,0.03333333333333333,0.05,0.05,0.05,0.49563339746595236,1
0.05,0.0058823529411764705,0.05,0.03,0.004847584461318367,0.05,0.0375,0.05,0.016666666666666666,0.0,0.016666666666666666,0.03333333333333333,0.0375,0.05,0.025,0.0,0.03333333333333333,0.05,0.0,0.05,0.4092700625975051,1
